Round,Accuracy
1,76.88
2,79.08
3,77.92
4,78.74
5,77.01
6,76.7
7,81.66
8,77.6
9,77.88
10,79.98
11,77.41
12,76.99
13,78.45
14,81.12
15,78.4
16,79.95
17,82.62
18,80.86
19,78.43
20,78.62
21,79.99
22,81.28
23,81.15
24,81.18
25,82.36
26,78.8
27,81.61
28,80.0
29,80.0
30,79.51
