Round,Accuracy
1,25.89
2,35.52
3,44.23
4,48.37
5,48.41
6,50.91
7,55.46
8,57.99
9,58.76
10,61.63
11,63.58
12,64.16
13,62.87
14,65.56
15,67.15
16,64.79
17,65.16
18,67.34
19,69.92
20,67.33
21,68.29
22,71.98
23,71.22
24,71.84
25,72.68
26,73.36
27,74.23
28,71.13
29,74.84
30,74.55
