Round,Dataset,Local_Class,Accuracy
20,MNIST,0,89.67
20,MNIST,1,97.87
20,MNIST,2,64.11
20,MNIST,3,85.42
20,MNIST,4,69.54
20,MNIST,5,77.31
20,MNIST,6,91.85
20,MNIST,7,76.47
20,MNIST,8,53.39
20,MNIST,9,78.32
20,EMNIST,0,78.15
20,EMNIST,1,65.84
20,EMNIST,2,63.19
20,EMNIST,3,79.01
20,EMNIST,4,59.91
20,EMNIST,5,67.73
20,EMNIST,6,63.95
20,EMNIST,7,84.7
20,EMNIST,8,49.42
20,EMNIST,9,43.85
20,EMNIST,10,55.49
20,EMNIST,11,58.81
20,EMNIST,12,66.92
20,EMNIST,13,71.93
20,EMNIST,14,59.95
20,EMNIST,15,50.61
20,EMNIST,16,82.56
20,EMNIST,17,80.17
20,EMNIST,18,32.33
20,EMNIST,19,61.75
20,EMNIST,20,48.85
20,EMNIST,21,95.93
20,EMNIST,22,21.56
20,EMNIST,23,68.51
20,EMNIST,24,32.6
20,EMNIST,25,68.82
20,EMNIST,26,79.26
20,EMNIST,27,52.04
20,EMNIST,28,64.76
20,EMNIST,29,50.03
20,EMNIST,30,59.67
20,EMNIST,31,65.61
20,EMNIST,32,88.68
20,EMNIST,33,67.43
20,EMNIST,34,74.79
20,EMNIST,35,57.11
20,EMNIST,36,53.11
20,EMNIST,37,82.73
20,EMNIST,38,12.21
20,EMNIST,39,82.03
20,EMNIST,40,56.91
20,EMNIST,41,60.44
20,EMNIST,42,27.24
20,EMNIST,43,67.21
20,EMNIST,44,22.88
20,EMNIST,45,79.24
20,EMNIST,46,65.57
20,EMNIST,47,23.73
20,EMNIST,48,37.2
20,EMNIST,49,49.36
20,EMNIST,50,3.07
20,EMNIST,51,30.75
20,EMNIST,52,35.87
20,EMNIST,53,83.08
20,EMNIST,54,16.83
20,EMNIST,55,77.37
20,EMNIST,56,17.77
20,EMNIST,57,27.0
20,EMNIST,58,24.71
20,EMNIST,59,35.05
20,EMNIST,60,27.09
20,EMNIST,61,41.46
20,CIFAR10,0,49.89
20,CIFAR10,1,46.81
20,CIFAR10,2,10.0
20,CIFAR10,3,19.12
20,CIFAR10,4,40.66
20,CIFAR10,5,17.03
20,CIFAR10,6,31.43
20,CIFAR10,7,60.0
20,CIFAR10,8,22.97
20,CIFAR10,9,53.3
