Round,Accuracy
20,25.87
21,31.71
22,37.58
23,40.09
24,40.15
25,46.19
26,44.43
27,43.53
28,48.64
29,48.76
30,50.63
31,51.53
32,51.57
33,53.04
34,56.16
35,56.32
36,55.88
37,56.8
38,57.08
39,59.24
40,58.26
41,58.8
42,60.26
43,59.75
44,61.09
45,61.21
46,60.75
47,61.73
48,63.04
49,62.74
50,63.23
