Round,Accuracy
20,63.28
21,69.24
22,70.67
23,65.96
24,72.15
25,72.81
26,71.4
27,70.37
28,75.68
29,74.34
30,52.32
31,74.17
32,68.55
33,75.5
34,73.24
35,72.67
36,74.5
37,74.97
38,75.79
39,75.66
40,75.4
41,76.04
42,74.02
43,77.86
44,74.93
45,74.5
46,74.72
47,76.99
48,77.04
49,75.3
50,77.24
