Round,Dataset,Local_Class,Accuracy
20,MNIST,0,71.94
20,MNIST,1,95.83
20,MNIST,2,66.45
20,MNIST,3,79.43
20,MNIST,4,71.78
20,MNIST,5,82.61
20,MNIST,6,92.19
20,MNIST,7,79.25
20,MNIST,8,91.31
20,MNIST,9,88.89
20,EMNIST,0,69.08
20,EMNIST,1,86.92
20,EMNIST,2,67.26
20,EMNIST,3,90.07
20,EMNIST,4,54.82
20,EMNIST,5,80.5
20,EMNIST,6,70.08
20,EMNIST,7,90.97
20,EMNIST,8,87.54
20,EMNIST,9,57.52
20,EMNIST,10,46.38
20,EMNIST,11,75.42
20,EMNIST,12,58.89
20,EMNIST,13,61.64
20,EMNIST,14,59.3
20,EMNIST,15,57.18
20,EMNIST,16,71.74
20,EMNIST,17,42.41
20,EMNIST,18,34.85
20,EMNIST,19,45.79
20,EMNIST,20,16.95
20,EMNIST,21,83.85
20,EMNIST,22,23.26
20,EMNIST,23,68.1
20,EMNIST,24,37.21
20,EMNIST,25,62.2
20,EMNIST,26,51.86
20,EMNIST,27,71.06
20,EMNIST,28,56.8
20,EMNIST,29,60.85
20,EMNIST,30,65.33
20,EMNIST,31,56.49
20,EMNIST,32,70.8
20,EMNIST,33,64.89
20,EMNIST,34,65.84
20,EMNIST,35,82.7
20,EMNIST,36,55.45
20,EMNIST,37,92.27
20,EMNIST,38,0.0
20,EMNIST,39,70.78
20,EMNIST,40,70.86
20,EMNIST,41,44.78
20,EMNIST,42,36.38
20,EMNIST,43,72.19
20,EMNIST,44,29.05
20,EMNIST,45,71.63
20,EMNIST,46,85.38
20,EMNIST,47,0.65
20,EMNIST,48,52.84
20,EMNIST,49,52.14
20,EMNIST,50,3.07
20,EMNIST,51,41.79
20,EMNIST,52,33.48
20,EMNIST,53,76.97
20,EMNIST,54,7.04
20,EMNIST,55,71.74
20,EMNIST,56,17.08
20,EMNIST,57,29.34
20,EMNIST,58,48.0
20,EMNIST,59,34.81
20,EMNIST,60,42.65
20,EMNIST,61,31.22
20,CIFAR10,0,44.4
20,CIFAR10,1,39.12
20,CIFAR10,2,1.76
20,CIFAR10,3,31.98
20,CIFAR10,4,60.33
20,CIFAR10,5,13.63
20,CIFAR10,6,7.14
20,CIFAR10,7,47.25
20,CIFAR10,8,25.6
20,CIFAR10,9,60.55
21,MNIST,0,70.93
21,MNIST,1,79.55
21,MNIST,2,52.18
21,MNIST,3,75.41
21,MNIST,4,86.23
21,MNIST,5,80.89
21,MNIST,6,76.12
21,MNIST,7,85.45
21,MNIST,8,69.98
21,MNIST,9,93.57
21,EMNIST,0,45.8
21,EMNIST,1,43.53
21,EMNIST,2,60.87
21,EMNIST,3,78.5
21,EMNIST,4,65.61
21,EMNIST,5,77.56
21,EMNIST,6,41.85
21,EMNIST,7,87.67
21,EMNIST,8,70.79
21,EMNIST,9,83.09
21,EMNIST,10,39.03
21,EMNIST,11,78.98
21,EMNIST,12,57.75
21,EMNIST,13,73.62
21,EMNIST,14,76.61
21,EMNIST,15,27.25
21,EMNIST,16,44.23
21,EMNIST,17,71.31
21,EMNIST,18,53.54
21,EMNIST,19,65.61
21,EMNIST,20,11.49
21,EMNIST,21,87.92
21,EMNIST,22,59.41
21,EMNIST,23,51.34
21,EMNIST,24,0.0
21,EMNIST,25,50.39
21,EMNIST,26,56.38
21,EMNIST,27,60.05
21,EMNIST,28,34.83
21,EMNIST,29,82.14
21,EMNIST,30,61.81
21,EMNIST,31,27.35
21,EMNIST,32,53.21
21,EMNIST,33,24.17
21,EMNIST,34,33.88
21,EMNIST,35,61.37
21,EMNIST,36,43.01
21,EMNIST,37,87.5
21,EMNIST,38,25.7
21,EMNIST,39,69.48
21,EMNIST,40,77.02
21,EMNIST,41,67.03
21,EMNIST,42,27.99
21,EMNIST,43,70.71
21,EMNIST,44,49.1
21,EMNIST,45,74.05
21,EMNIST,46,59.67
21,EMNIST,47,16.62
21,EMNIST,48,2.84
21,EMNIST,49,88.88
21,EMNIST,50,64.62
21,EMNIST,51,75.22
21,EMNIST,52,37.83
21,EMNIST,53,82.99
21,EMNIST,54,38.94
21,EMNIST,55,61.61
21,EMNIST,56,45.1
21,EMNIST,57,81.92
21,EMNIST,58,54.35
21,EMNIST,59,33.41
21,EMNIST,60,53.89
21,EMNIST,61,56.1
21,CIFAR10,0,48.02
21,CIFAR10,1,59.01
21,CIFAR10,2,41.43
21,CIFAR10,3,27.69
21,CIFAR10,4,2.86
21,CIFAR10,5,5.93
21,CIFAR10,6,69.23
21,CIFAR10,7,49.23
21,CIFAR10,8,16.15
21,CIFAR10,9,50.99
22,MNIST,0,81.48
22,MNIST,1,95.35
22,MNIST,2,68.8
22,MNIST,3,64.31
22,MNIST,4,74.69
22,MNIST,5,39.46
22,MNIST,6,91.85
22,MNIST,7,65.24
22,MNIST,8,68.96
22,MNIST,9,73.64
22,EMNIST,0,84.77
22,EMNIST,1,82.9
22,EMNIST,2,82.44
22,EMNIST,3,83.05
22,EMNIST,4,67.39
22,EMNIST,5,56.71
22,EMNIST,6,94.02
22,EMNIST,7,77.93
22,EMNIST,8,80.86
22,EMNIST,9,47.29
22,EMNIST,10,70.81
22,EMNIST,11,66.1
22,EMNIST,12,36.75
22,EMNIST,13,30.47
22,EMNIST,14,54.65
22,EMNIST,15,42.52
22,EMNIST,16,69.78
22,EMNIST,17,64.35
22,EMNIST,18,24.81
22,EMNIST,19,61.75
22,EMNIST,20,53.16
22,EMNIST,21,80.87
22,EMNIST,22,64.96
22,EMNIST,23,63.22
22,EMNIST,24,11.09
22,EMNIST,25,75.75
22,EMNIST,26,72.87
22,EMNIST,27,73.78
22,EMNIST,28,19.37
22,EMNIST,29,80.53
22,EMNIST,30,59.73
22,EMNIST,31,51.1
22,EMNIST,32,83.36
22,EMNIST,33,72.77
22,EMNIST,34,65.15
22,EMNIST,35,45.02
