Round,Dataset,Local_Class,Accuracy
20,MNIST,0,91.92
20,MNIST,1,81.01
20,MNIST,2,59.96
20,MNIST,3,73.88
20,MNIST,4,85.89
20,MNIST,5,85.7
20,MNIST,6,88.86
20,MNIST,7,85.78
20,MNIST,8,68.06
20,MNIST,9,95.1
20,EMNIST,0,63.09
20,EMNIST,1,76.58
20,EMNIST,2,54.8
20,EMNIST,3,89.61
20,EMNIST,4,66.84
20,EMNIST,5,51.79
20,EMNIST,6,67.98
20,EMNIST,7,93.98
20,EMNIST,8,54.74
20,EMNIST,9,69.96
20,EMNIST,10,75.36
20,EMNIST,11,62.37
20,EMNIST,12,90.26
20,EMNIST,13,66.71
20,EMNIST,14,66.93
20,EMNIST,15,64.89
20,EMNIST,16,74.45
20,EMNIST,17,79.11
20,EMNIST,18,37.59
20,EMNIST,19,67.89
20,EMNIST,20,36.21
20,EMNIST,21,80.33
20,EMNIST,22,42.37
20,EMNIST,23,63.38
20,EMNIST,24,26.14
20,EMNIST,25,67.95
20,EMNIST,26,72.61
20,EMNIST,27,58.56
20,EMNIST,28,3.39
20,EMNIST,29,84.86
20,EMNIST,30,64.51
20,EMNIST,31,51.38
20,EMNIST,32,63.17
20,EMNIST,33,59.54
20,EMNIST,34,58.13
20,EMNIST,35,50.47
20,EMNIST,36,62.68
20,EMNIST,37,72.16
20,EMNIST,38,1.53
20,EMNIST,39,80.52
20,EMNIST,40,70.05
20,EMNIST,41,38.46
20,EMNIST,42,41.23
20,EMNIST,43,72.27
20,EMNIST,44,47.3
20,EMNIST,45,54.33
20,EMNIST,46,62.97
20,EMNIST,47,19.05
20,EMNIST,48,50.95
20,EMNIST,49,78.97
20,EMNIST,50,37.26
20,EMNIST,51,50.45
20,EMNIST,52,41.09
20,EMNIST,53,80.52
20,EMNIST,54,83.67
20,EMNIST,55,74.59
20,EMNIST,56,20.05
20,EMNIST,57,45.77
20,EMNIST,58,52.24
20,EMNIST,59,45.33
20,EMNIST,60,38.04
20,EMNIST,61,61.71
20,CIFAR10,0,40.33
20,CIFAR10,1,37.36
20,CIFAR10,2,25.93
20,CIFAR10,3,15.49
20,CIFAR10,4,32.31
20,CIFAR10,5,31.76
20,CIFAR10,6,54.62
20,CIFAR10,7,43.3
20,CIFAR10,8,22.97
20,CIFAR10,9,60.66
21,MNIST,0,93.83
21,MNIST,1,97.0
21,MNIST,2,54.31
21,MNIST,3,82.48
21,MNIST,4,82.31
21,MNIST,5,84.46
21,MNIST,6,88.29
21,MNIST,7,81.39
21,MNIST,8,80.59
21,MNIST,9,81.48
21,EMNIST,0,64.46
21,EMNIST,1,26.79
21,EMNIST,2,52.9
21,EMNIST,3,78.29
21,EMNIST,4,64.4
21,EMNIST,5,75.31
21,EMNIST,6,72.53
21,EMNIST,7,82.12
21,EMNIST,8,56.77
21,EMNIST,9,39.81
21,EMNIST,10,66.15
21,EMNIST,11,84.41
21,EMNIST,12,40.73
21,EMNIST,13,73.34
21,EMNIST,14,75.84
21,EMNIST,15,51.07
21,EMNIST,16,69.53
21,EMNIST,17,83.33
21,EMNIST,18,26.15
21,EMNIST,19,60.88
21,EMNIST,20,39.37
21,EMNIST,21,87.65
21,EMNIST,22,48.74
21,EMNIST,23,69.57
21,EMNIST,24,24.0
21,EMNIST,25,58.43
21,EMNIST,26,94.95
21,EMNIST,27,64.95
21,EMNIST,28,26.46
21,EMNIST,29,91.0
21,EMNIST,30,57.47
21,EMNIST,31,70.03
21,EMNIST,32,87.18
21,EMNIST,33,75.32
21,EMNIST,34,74.1
21,EMNIST,35,80.09
21,EMNIST,36,47.56
21,EMNIST,37,81.57
21,EMNIST,38,48.09
21,EMNIST,39,86.54
21,EMNIST,40,52.74
21,EMNIST,41,59.89
21,EMNIST,42,37.31
21,EMNIST,43,75.09
21,EMNIST,44,14.65
21,EMNIST,45,82.35
21,EMNIST,46,62.74
21,EMNIST,47,71.97
21,EMNIST,48,42.65
21,EMNIST,49,70.05
21,EMNIST,50,25.24
21,EMNIST,51,71.94
21,EMNIST,52,41.74
21,EMNIST,53,81.61
21,EMNIST,54,39.95
21,EMNIST,55,76.19
21,EMNIST,56,27.11
21,EMNIST,57,25.35
21,EMNIST,58,43.76
21,EMNIST,59,22.43
21,EMNIST,60,24.5
21,EMNIST,61,39.02
21,CIFAR10,0,56.81
21,CIFAR10,1,49.56
21,CIFAR10,2,18.57
21,CIFAR10,3,44.73
21,CIFAR10,4,28.13
21,CIFAR10,5,22.42
21,CIFAR10,6,25.93
21,CIFAR10,7,54.51
21,CIFAR10,8,36.7
21,CIFAR10,9,66.37
22,MNIST,0,84.85
22,MNIST,1,97.87
22,MNIST,2,78.17
22,MNIST,3,92.38
22,MNIST,4,85.78
22,MNIST,5,88.16
22,MNIST,6,94.03
22,MNIST,7,91.98
22,MNIST,8,85.55
22,MNIST,9,94.88
22,EMNIST,0,64.12
22,EMNIST,1,46.72
22,EMNIST,2,62.91
22,EMNIST,3,89.68
22,EMNIST,4,62.71
22,EMNIST,5,65.69
22,EMNIST,6,73.18
22,EMNIST,7,89.77
22,EMNIST,8,65.28
22,EMNIST,9,87.21
22,EMNIST,10,73.29
22,EMNIST,11,74.75
22,EMNIST,12,81.78
22,EMNIST,13,71.09
22,EMNIST,14,72.22
22,EMNIST,15,68.4
22,EMNIST,16,73.71
22,EMNIST,17,78.9
22,EMNIST,18,22.29
22,EMNIST,19,65.44
22,EMNIST,20,56.61
22,EMNIST,21,87.11
22,EMNIST,22,36.89
22,EMNIST,23,62.08
22,EMNIST,24,29.32
22,EMNIST,25,71.65
22,EMNIST,26,66.49
22,EMNIST,27,56.39
22,EMNIST,28,83.7
22,EMNIST,29,91.7
22,EMNIST,30,32.75
22,EMNIST,31,57.87
22,EMNIST,32,58.39
22,EMNIST,33,39.69
22,EMNIST,34,60.47
22,EMNIST,35,74.41
22,EMNIST,36,63.41
22,EMNIST,37,83.25
22,EMNIST,38,7.89
22,EMNIST,39,82.94
22,EMNIST,40,72.8
22,EMNIST,41,34.89
22,EMNIST,42,42.72
22,EMNIST,43,82.75
22,EMNIST,44,39.59
22,EMNIST,45,77.51
22,EMNIST,46,50.47
22,EMNIST,47,51.41
22,EMNIST,48,59.24
22,EMNIST,49,79.2
22,EMNIST,50,36.08
22,EMNIST,51,59.7
22,EMNIST,52,37.17
22,EMNIST,53,82.23
22,EMNIST,54,0.25
22,EMNIST,55,81.34
22,EMNIST,56,50.57
22,EMNIST,57,36.85
22,EMNIST,58,72.71
22,EMNIST,59,62.38
22,EMNIST,60,54.47
22,EMNIST,61,59.27
22,CIFAR10,0,62.09
22,CIFAR10,1,57.03
22,CIFAR10,2,37.8
22,CIFAR10,3,47.36
22,CIFAR10,4,16.81
22,CIFAR10,5,24.51
22,CIFAR10,6,36.15
