Epoch,Accuracy
0,82.55
1,83.62
2,84.13
3,84.53
4,85.05
5,85.22
6,85.2
7,85.81
8,85.03
9,84.74
10,85.81
11,85.6
12,85.02
13,84.88
14,85.07
15,84.43
16,84.24
17,83.78
18,84.41
19,84.65
20,83.69
21,83.6
22,82.71
23,83.32
24,83.39
25,83.34
26,83.18
27,83.47
28,83.02
29,82.8
30,83.62
