global_round,missing_threshold,recall,specificity,precision,average_accuracy,f1_score,mcc,TP,FP,TN,FN
5,0.1,0.618421052631579,0.9863102296000862,0.5261194029850746,0.8023656411158326,0.5685483870967741,0.5589857900419205,141,127,9150,87
5,0.15,0.6052631578947368,0.9871725773418131,0.5369649805447471,0.796217867618275,0.5690721649484536,0.5588843859579686,138,119,9158,90
5,0.2,0.5833333333333334,0.9870647838740972,0.525691699604743,0.7851990586037153,0.553014553014553,0.5422146062330081,133,120,9157,95
5,0.25,0.543859649122807,0.9869569904063814,0.5061224489795918,0.7654083197645942,0.5243128964059197,0.5125393272665847,124,121,9156,104
5,0.3,0.5394736842105263,0.986525816535518,0.4959677419354839,0.7629997503730221,0.5168067226890757,0.5048885961585582,123,125,9152,105
5,0.35,0.5087719298245614,0.986525816535518,0.48132780082987553,0.7476488731800397,0.4946695095948827,0.482091816313049,116,125,9152,112
5,0.4,0.5131578947368421,0.986525816535518,0.4834710743801653,0.7498418556361801,0.49787234042553197,0.48538111981745413,117,125,9152,111
5,0.45,0.5482456140350878,0.9900830009701412,0.576036866359447,0.7691643075026144,0.5617977528089887,0.5514773715397524,125,92,9185,103
5,0.5,0.4824561403508772,0.9867414034709496,0.4721030042918455,0.7345987719109134,0.4772234273318872,0.464261061223522,110,123,9154,118
5,0.55,0.4692982456140351,0.9891128597606985,0.5144230769230769,0.7292055526873669,0.4908256880733945,0.47942783943050726,107,101,9176,121
5,0.6,0.40350877192982454,0.9931012180661852,0.5897435897435898,0.6983049949980049,0.47916666666666663,0.4776282127229718,92,64,9213,136
5,0.65,0.3684210526315789,0.9947181200819231,0.631578947368421,0.681569586356751,0.4653739612188365,0.4730448744936788,84,49,9228,144
5,0.7,0.3026315789473684,0.9936401854047645,0.5390625,0.6481358821760664,0.38764044943820225,0.3933005219546139,69,59,9218,159
5,0.75,0.18859649122807018,0.9976285437102511,0.6615384615384615,0.5931125174691606,0.2935153583617747,0.34575350451113424,43,22,9255,185
5,0.8,0.16666666666666666,0.9970895763716718,0.5846153846153846,0.5818781215191693,0.25938566552901027,0.3040369676119818,38,27,9250,190
5,0.85,0.15789473684210525,0.9982753045165463,0.6923076923076923,0.5780850206793258,0.2571428571428571,0.3239533134537277,36,16,9261,192
5,0.9,0.15789473684210525,0.9987064783874097,0.75,0.5783006076147574,0.2608695652173913,0.33804071876803926,36,12,9265,192
5,0.95,0.10964912280701754,1.0,1.0,0.5548245614035088,0.1976284584980237,0.3275685441010205,25,0,9277,203
5,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0,0,9277,228
10,0.1,0.5964912280701754,0.9849089145197801,0.4927536231884058,0.7907000712949778,0.5396825396825397,0.5298030714460088,136,140,9137,92
10,0.15,0.6096491228070176,0.9854478818583594,0.5072992700729927,0.7975485023326885,0.553784860557769,0.5442009670844425,139,135,9142,89
10,0.2,0.5833333333333334,0.9858790557292229,0.5037878787878788,0.7846061945312781,0.540650406504065,0.5300100409266785,133,131,9146,95
10,0.25,0.5263157894736842,0.9840465667780532,0.44776119402985076,0.7551811781258687,0.4838709677419355,0.47175549421593216,120,148,9129,108
10,0.3,0.5219298245614035,0.9860946426646545,0.4798387096774194,0.754012233613029,0.5,0.4876349876913697,119,129,9148,109
10,0.35,0.5263157894736842,0.9872803708095289,0.5042016806722689,0.7567980801416065,0.5150214592274679,0.502961693903572,120,118,9159,108
10,0.4,0.4956140350877193,0.9872803708095289,0.48917748917748916,0.7414472029486241,0.4923747276688453,0.47982606996104665,113,118,9159,115
10,0.45,0.5175438596491229,0.9884660989544034,0.5244444444444445,0.7530049793017631,0.5209713024282561,0.5092898474855008,118,107,9170,110
10,0.5,0.4824561403508772,0.98803492508354,0.497737556561086,0.7352455327172086,0.48997772828507796,0.4777040020844839,110,111,9166,118
10,0.55,0.43859649122807015,0.9886816858898351,0.4878048780487805,0.7136390885589526,0.46189376443418007,0.45005284263104284,100,105,9172,128
10,0.6,0.3991228070175439,0.9935323919370486,0.6026490066225165,0.6963275994772962,0.48021108179419525,0.48050221883899913,91,60,9217,137
10,0.65,0.35526315789473684,0.9934245984693327,0.5704225352112676,0.6743438781820348,0.4378378378378378,0.4398010035123604,81,61,9216,147
10,0.7,0.3026315789473684,0.9967661959685243,0.696969696969697,0.6496988874579464,0.42201834862385323,0.45123178678233156,69,30,9247,159
10,0.75,0.18859649122807018,0.9968739894362402,0.5972222222222222,0.5927352403321552,0.2866666666666666,0.32730665357356725,43,29,9248,185
10,0.8,0.18421052631578946,0.9975207502425353,0.6461538461538462,0.5908656382791624,0.28668941979522183,0.33741019713130377,42,23,9254,186
10,0.85,0.15789473684210525,0.9966584025008085,0.5373134328358209,0.5772765696714569,0.24406779661016945,0.28266474496701044,36,31,9246,192
10,0.9,0.15789473684210525,0.9991376522582731,0.8181818181818182,0.5785161945501892,0.2647058823529412,0.35396928649856374,36,8,9269,192
10,0.95,0.11403508771929824,1.0,1.0,0.5570175438596491,0.2047244094488189,0.33407330004653224,26,0,9277,202
10,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0,0,9277,228
15,0.1,0.618421052631579,0.9864180230678021,0.5280898876404494,0.8024195378496906,0.5696969696969697,0.5601011098180817,141,126,9151,87
15,0.15,0.618421052631579,0.9869569904063814,0.5381679389312977,0.8026890215189801,0.5755102040816327,0.5657710806264747,141,121,9156,87
15,0.2,0.6052631578947368,0.9868491969386655,0.5307692307692308,0.7960561774167012,0.5655737704918032,0.5554374943529534,138,122,9155,90
15,0.25,0.5526315789473685,0.9872803708095289,0.5163934426229508,0.7699559748784487,0.5338983050847459,0.5223604486956341,126,118,9159,102
15,0.3,0.5307017543859649,0.98803492508354,0.521551724137931,0.7593683397347524,0.5260869565217392,0.5143562687187867,121,111,9166,107
15,0.35,0.5307017543859649,0.9886816858898351,0.5353982300884956,0.7596917201379,0.5330396475770924,0.5216203108152085,121,105,9172,107
15,0.4,0.5175438596491229,0.9882505120189716,0.5198237885462555,0.7528971858340472,0.5186813186813187,0.5068799134813791,118,109,9168,110
15,0.45,0.4692982456140351,0.9873881642772449,0.47767857142857145,0.72834320494564,0.47345132743362833,0.46064662578878673,107,117,9160,121
15,0.5,0.4956140350877193,0.9892206532284143,0.5305164319248826,0.7424173441580668,0.5124716553287982,0.5012108733936691,113,100,9177,115
15,0.55,0.47368421052631576,0.9899752075024254,0.5373134328358209,0.7318297090143706,0.5034965034965035,0.493102731181367,108,93,9184,120
15,0.6,0.35964912280701755,0.9908375552441522,0.49101796407185627,0.6752433390255849,0.41518987341772157,0.40818547498938995,82,85,9192,146
15,0.65,0.36403508771929827,0.9946103266142072,0.6240601503759399,0.6793227071667527,0.45983379501385047,0.46719105995478993,83,50,9227,145
15,0.7,0.27631578947368424,0.9960116416945133,0.63,0.6361637155840988,0.3841463414634147,0.4083976094505738,63,37,9240,165
15,0.75,0.18421052631578946,0.9947181200819231,0.46153846153846156,0.5894643231988562,0.26332288401253917,0.28115336460389684,42,49,9228,186
15,0.8,0.18421052631578946,0.9981675110488304,0.711864406779661,0.5911890186823099,0.2926829268292683,0.35529881838119864,42,17,9260,186
15,0.85,0.16666666666666666,0.9979519241133987,0.6666666666666666,0.5823092953900327,0.26666666666666666,0.3262441337113961,38,19,9258,190
15,0.9,0.15789473684210525,0.9993532391937049,0.8571428571428571,0.578623988017905,0.26666666666666666,0.3627581687304617,36,6,9271,192
15,0.95,0.15350877192982457,0.9987064783874097,0.7446808510638298,0.5761076251586171,0.2545454545454545,0.3320326443533532,35,12,9265,193
15,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0,0,9277,228
20,0.1,0.6096491228070176,0.9857712622615069,0.5129151291512916,0.7977101925342622,0.5571142284569138,0.547413269313108,139,132,9145,89
20,0.15,0.5921052631578947,0.9852322949229276,0.4963235294117647,0.7886687790404112,0.54,0.5298404891550159,135,137,9140,93
20,0.2,0.5833333333333334,0.9862024361323704,0.5095785440613027,0.7847678847328519,0.5439672801635992,0.533263654602365,133,128,9149,95
20,0.25,0.5570175438596491,0.9877115446803924,0.5269709543568465,0.7723645442700207,0.5415778251599147,0.5302051899543762,127,114,9163,101
20,0.3,0.5175438596491229,0.9862024361323704,0.4796747967479675,0.7518731478907466,0.49789029535864976,0.48543766693241397,118,128,9149,110
