Time: 2026-04-30 15:54:33
Log Dir: logs/2026-04-30_15-54-33/GeFL
================================================================================

==============================        Args        ==============================
  exp_timestamp: None
  exp_conf: ./configs/het-iid-exp.yaml
  device: cuda:1
  seed: 15698
  algorithm: GeFL
  num_new_clients: 1
  num_train_mnist: 10
  num_train_emnist: 10
  num_train_fashionmnist: 0
  num_train_cifar10: 0
  num_train_cifar100: 0
  num_train_usps: 0
================================================================================
==============================    Exp Configs     ==============================
exp_name: model-heterogeneity
heterogeneous: true
dirichlet_alpha: 100
global_rounds: 50
local_epochs: 1
local_loss_fn: CrossEntropyLoss
local_optim: Adam
local_lr: 0.001
batch_size: 64
sample_frac: 1.0
test_interval: 1
metric_type: accuracy
global_feature_dim: 256
optim: Adam
optim_lr: 0.001
global_gen_epochs: 10
gen_noise_dim: 128
gen_optim: Adam
gen_optim_lr: 0.001
global_feat_gen_epochs: 10
feat_gen_noise_dim: 128
feat_gen_optim: Adam
feat_gen_optim_lr: 0.001
feat_gen_div_beta: 1.0
public_data_ratio: 0.05
start_mapping_epoch: 40
gen_observer_weight: 1.0
index_matching: gan
aggregate_method: dataset_name
use_new_entropy_method: true
entropy_ratio: 0.7
global_model_epochs: 15
global_model_optim: Adam
global_model_optim_lr: 0.001
global_samples_per_class: 64

================================================================================

==================================================
Start 50 rounds training by GeFL
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
--- Round 1 ---
Client 0 (MNIST) | Target Loss: 0.9417 | G Loss: 2.4262 | D Loss: 0.3253
Client 1 (MNIST) | Target Loss: 1.4628 | G Loss: 2.6693 | D Loss: 0.3010
Client 2 (MNIST) | Target Loss: 0.8496 | G Loss: 2.8146 | D Loss: 0.2880
Client 3 (MNIST) | Target Loss: 0.5171 | G Loss: 2.7979 | D Loss: 0.2986
Client 4 (MNIST) | Target Loss: 1.6712 | G Loss: 2.7951 | D Loss: 0.2992
Client 5 (MNIST) | Target Loss: 1.7513 | G Loss: 2.6342 | D Loss: 0.3142
Client 6 (MNIST) | Target Loss: 1.2524 | G Loss: 2.5652 | D Loss: 0.3077
Client 7 (MNIST) | Target Loss: 1.6134 | G Loss: 2.4251 | D Loss: 0.3268
Client 8 (MNIST) | Target Loss: 1.6870 | G Loss: 2.6968 | D Loss: 0.3137
Client 9 (MNIST) | Target Loss: 1.5403 | G Loss: 2.5881 | D Loss: 0.3031
Client 11 (EMNIST) | Target Loss: 1.2127 | G Loss: 2.0713 | D Loss: 0.3186
Client 12 (EMNIST) | Target Loss: 1.3170 | G Loss: 2.1460 | D Loss: 0.3133
Client 13 (EMNIST) | Target Loss: 0.9216 | G Loss: 2.0976 | D Loss: 0.3158
Client 14 (EMNIST) | Target Loss: 0.7450 | G Loss: 2.1320 | D Loss: 0.3134
Client 15 (EMNIST) | Target Loss: 1.4976 | G Loss: 2.0651 | D Loss: 0.3241
Client 16 (EMNIST) | Target Loss: 2.0504 | G Loss: 2.0640 | D Loss: 0.3188
Client 17 (EMNIST) | Target Loss: 1.1783 | G Loss: 2.0538 | D Loss: 0.3262
