Time: 2026-04-22 20:14:57
Log Dir: logs/2026-04-22_20-14-57/GeFL
================================================================================

==============================        Args        ==============================
  exp_timestamp: None
  exp_conf: ./configs/het-iid-exp.yaml
  device: cuda:1
  seed: 42
  algorithm: GeFL
  num_new_clients: 1
  num_train_mnist: 10
  num_train_emnist: 10
  num_train_fashionmnist: 0
  num_train_cifar10: 10
  num_train_cifar100: 0
  num_train_usps: 0
================================================================================
==============================    Exp Configs     ==============================
exp_name: model-heterogeneity
heterogeneous: true
dirichlet_alpha: 100
global_rounds: 40
local_epochs: 1
local_loss_fn: CrossEntropyLoss
local_optim: Adam
local_lr: 0.001
batch_size: 64
sample_frac: 1.0
test_interval: 1
metric_type: accuracy
global_feature_dim: 256
optim: Adam
optim_lr: 0.001
global_gen_epochs: 10
gen_noise_dim: 128
gen_optim: Adam
gen_optim_lr: 0.001
global_feat_gen_epochs: 10
feat_gen_noise_dim: 128
feat_gen_optim: Adam
feat_gen_optim_lr: 0.001
feat_gen_div_beta: 1.0
public_data_ratio: 0.05
start_mapping_epoch: 1
gen_observer_weight: 1.0
index_matching: class_name
aggregate_method: dataset_name
global_model_epochs: 15
global_model_optim: Adam
global_model_optim_lr: 0.001
global_samples_per_class: 64

================================================================================

==================================================
Start 40 rounds training by GeFL
Selected client ids: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]
--- Round 1 ---
Client 0 (MNIST) | Target Loss: 0.9550 | G Loss: 2.7245 | D Loss: 0.2968
Client 1 (MNIST) | Target Loss: 1.4608 | G Loss: 2.4527 | D Loss: 0.3111
Client 2 (MNIST) | Target Loss: 0.7408 | G Loss: 2.4538 | D Loss: 0.3275
Client 3 (MNIST) | Target Loss: 0.4643 | G Loss: 2.5257 | D Loss: 0.3109
Client 4 (MNIST) | Target Loss: 1.6486 | G Loss: 3.0458 | D Loss: 0.2927
Client 5 (MNIST) | Target Loss: 1.6935 | G Loss: 2.8126 | D Loss: 0.2928
Client 6 (MNIST) | Target Loss: 1.3500 | G Loss: 2.5428 | D Loss: 0.3092
Client 7 (MNIST) | Target Loss: 1.5353 | G Loss: 2.7952 | D Loss: 0.2792
Client 8 (MNIST) | Target Loss: 1.7324 | G Loss: 2.4430 | D Loss: 0.3169
Client 9 (MNIST) | Target Loss: 1.8708 | G Loss: 2.6800 | D Loss: 0.3031
Client 11 (EMNIST) | Target Loss: 1.2103 | G Loss: 2.0979 | D Loss: 0.3208
Client 12 (EMNIST) | Target Loss: 1.3880 | G Loss: 2.0879 | D Loss: 0.3199
Client 13 (EMNIST) | Target Loss: 0.9226 | G Loss: 2.0344 | D Loss: 0.3285
Client 14 (EMNIST) | Target Loss: 0.7653 | G Loss: 2.0796 | D Loss: 0.3206
Client 15 (EMNIST) | Target Loss: 1.4325 | G Loss: 2.1367 | D Loss: 0.3066
Client 16 (EMNIST) | Target Loss: 2.0089 | G Loss: 2.1564 | D Loss: 0.3070
Client 17 (EMNIST) | Target Loss: 1.3703 | G Loss: 2.0666 | D Loss: 0.3260
Client 18 (EMNIST) | Target Loss: 1.2324 | G Loss: 2.0202 | D Loss: 0.3276
Client 19 (EMNIST) | Target Loss: 1.6200 | G Loss: 2.0869 | D Loss: 0.3131
Client 20 (EMNIST) | Target Loss: 1.6855 | G Loss: 2.0239 | D Loss: 0.3290
Client 22 (CIFAR10) | Target Loss: 2.0130 | G Loss: 2.4509 | D Loss: 0.3916
Client 23 (CIFAR10) | Target Loss: 1.9323 | G Loss: 2.3081 | D Loss: 0.3838
Client 24 (CIFAR10) | Target Loss: 1.8346 | G Loss: 3.0566 | D Loss: 0.3204
Client 25 (CIFAR10) | Target Loss: 1.9214 | G Loss: 2.6476 | D Loss: 0.3401
Client 26 (CIFAR10) | Target Loss: 2.2279 | G Loss: 2.6419 | D Loss: 0.3568
Client 27 (CIFAR10) | Target Loss: 1.9468 | G Loss: 3.0247 | D Loss: 0.3354
Client 28 (CIFAR10) | Target Loss: 2.1004 | G Loss: 2.5712 | D Loss: 0.3539
Client 29 (CIFAR10) | Target Loss: 2.1109 | G Loss: 3.1832 | D Loss: 0.3052
Client 30 (CIFAR10) | Target Loss: 2.2789 | G Loss: 3.7081 | D Loss: 0.2688
Client 31 (CIFAR10) | Target Loss: 2.2077 | G Loss: 3.3651 | D Loss: 0.2794
Round 1 | Client 0 | Model: (MLP) | Acc: 87.64%
Round 1 | Client 1 | Model: (CNN) | Acc: 41.38%
