Round,Dataset,Local_Class,Accuracy
20,MNIST,0,83.95
20,MNIST,1,59.69
20,MNIST,2,72.31
20,MNIST,3,45.27
20,MNIST,4,67.53
20,MNIST,5,62.64
20,MNIST,6,71.18
20,MNIST,7,65.24
20,MNIST,8,86.46
20,MNIST,9,77.02
20,EMNIST,0,25.3
20,EMNIST,1,87.82
20,EMNIST,2,86.11
20,EMNIST,3,92.04
20,EMNIST,4,76.0
20,EMNIST,5,56.41
20,EMNIST,6,62.89
20,EMNIST,7,87.62
20,EMNIST,8,82.29
20,EMNIST,9,90.37
20,EMNIST,10,49.79
20,EMNIST,11,45.25
20,EMNIST,12,1.08
20,EMNIST,13,48.8
20,EMNIST,14,75.84
20,EMNIST,15,2.37
20,EMNIST,16,64.37
20,EMNIST,17,70.68
20,EMNIST,18,9.45
20,EMNIST,19,39.3
20,EMNIST,20,57.76
20,EMNIST,21,64.18
20,EMNIST,22,8.59
20,EMNIST,23,23.19
20,EMNIST,24,64.7
20,EMNIST,25,35.67
20,EMNIST,26,36.7
20,EMNIST,27,23.37
20,EMNIST,28,27.08
20,EMNIST,29,72.92
20,EMNIST,30,13.13
20,EMNIST,31,48.48
20,EMNIST,32,51.84
20,EMNIST,33,68.96
20,EMNIST,34,25.07
20,EMNIST,35,55.92
20,EMNIST,36,64.82
20,EMNIST,37,83.12
20,EMNIST,38,39.95
20,EMNIST,39,91.63
20,EMNIST,40,54.68
20,EMNIST,41,70.05
20,EMNIST,42,19.78
20,EMNIST,43,66.91
20,EMNIST,44,28.02
20,EMNIST,45,48.79
20,EMNIST,46,45.52
20,EMNIST,47,1.56
20,EMNIST,48,78.44
20,EMNIST,49,73.17
20,EMNIST,50,0.0
20,EMNIST,51,62.69
20,EMNIST,52,2.61
20,EMNIST,53,61.37
20,EMNIST,54,26.13
20,EMNIST,55,32.16
20,EMNIST,56,36.67
20,EMNIST,57,16.2
20,EMNIST,58,55.76
20,EMNIST,59,35.05
20,EMNIST,60,47.55
20,EMNIST,61,16.59
20,CIFAR10,0,12.31
20,CIFAR10,1,0.0
20,CIFAR10,2,94.62
20,CIFAR10,3,0.0
20,CIFAR10,4,0.22
20,CIFAR10,5,0.0
20,CIFAR10,6,0.0
20,CIFAR10,7,0.0
20,CIFAR10,8,0.11
20,CIFAR10,9,0.0
21,MNIST,0,92.48
21,MNIST,1,96.71
21,MNIST,2,80.72
21,MNIST,3,82.05
21,MNIST,4,81.52
21,MNIST,5,33.05
21,MNIST,6,96.33
21,MNIST,7,76.26
21,MNIST,8,73.7
21,MNIST,9,55.99
21,EMNIST,0,55.21
21,EMNIST,1,6.01
21,EMNIST,2,68.44
21,EMNIST,3,77.3
21,EMNIST,4,64.92
21,EMNIST,5,40.81
21,EMNIST,6,63.6
21,EMNIST,7,72.39
21,EMNIST,8,52.26
