Round,Accuracy
1,77.38
2,81.56
3,81.91
4,78.26
5,84.12
6,84.98
7,86.2
8,84.84
9,87.58
10,87.64
11,87.57
12,87.11
13,86.12
14,87.73
15,89.14
16,88.9
17,86.4
18,88.35
19,88.51
20,88.86
21,89.27
22,89.89
23,89.43
24,90.03
25,89.57
26,89.87
27,91.02
28,90.38
29,90.9
30,90.55
