Round,Accuracy
1,75.85
2,81.45
3,82.86
4,83.27
5,84.58
6,85.53
7,86.54
8,84.05
9,87.59
10,87.05
11,87.45
12,87.64
13,85.99
14,87.29
15,88.75
16,89.26
17,87.84
18,88.77
19,87.56
20,89.26
21,88.95
22,89.63
23,89.27
24,90.12
25,90.02
26,89.98
27,90.15
28,90.34
29,90.92
30,90.48
