Round,Accuracy
1,78.34
2,77.37
3,74.37
4,78.2
5,78.78
6,77.24
7,80.17
8,79.79
9,81.43
10,80.16
11,79.35
12,78.46
13,80.58
14,82.09
15,77.49
16,79.94
17,79.56
18,79.98
19,78.73
20,78.79
21,80.08
22,79.8
23,80.95
24,79.92
25,81.47
26,81.9
27,81.37
28,82.48
29,83.52
30,82.75
