thresh,recall,specificity,average_accuracy,TP,FP,TN,FN
0.1,0.16981132075471697,0.9998894263994471,0.584850373577082,270,8,72342,1320
0.15,0.20817610062893083,0.9997788527988942,0.6039774767139126,331,16,72334,1259
0.2,0.23773584905660378,0.9996406357982032,0.6186882424274035,378,26,72324,1212
0.25,0.2949685534591195,0.9991430545957153,0.6470558040274174,469,62,72288,1121
0.3,0.31383647798742137,0.9987698686938493,0.6563031733406354,499,89,72261,1091
0.35,0.3270440251572327,0.997581202487906,0.6623126138225693,520,175,72175,1070
0.4,0.33647798742138363,0.9983137525915687,0.6673958700064762,535,122,72228,1055
0.45,0.3352201257861635,0.9978991015894955,0.6665596136878295,533,152,72198,1057
0.5,0.35094339622641507,0.9975397373876986,0.6742415668070568,558,178,72172,1032
0.55,0.34591194968553457,0.9961990324809952,0.6710554910832649,550,275,72075,1040
0.6,0.35660377358490564,0.9948168624740843,0.675710318029495,567,375,71975,1023
0.65,0.3654088050314465,0.9949550794747754,0.6801819422531109,581,365,71985,1009
0.7,0.37169811320754714,0.9949274360746372,0.6833127746410922,591,367,71983,999
0.75,0.37735849056603776,0.9914443676572219,0.6844014291116298,600,619,71731,990
0.8,0.360377358490566,0.992232204561161,0.6763047815258635,573,562,71788,1017
0.85,0.3786163522012579,0.9920801658604008,0.6853482590308293,602,573,71777,988
0.9,0.3767295597484277,0.9888597097442986,0.6827946347463631,599,806,71544,991
0.95,0.37358490566037733,0.9903662750518314,0.6819755903561043,594,697,71653,996
1.0,0.36477987421383645,0.992619212163096,0.6786995431884663,580,534,71816,1010
