Round,Accuracy
1,72.0
2,71.17
3,73.93
4,74.58
5,75.85
6,78.77
7,79.16
8,79.3
9,76.2
10,78.49
11,79.41
12,81.62
13,79.02
14,78.19
15,79.73
16,80.65
17,81.11
18,79.31
19,80.92
20,81.4
21,79.73
22,79.32
23,81.01
24,81.57
25,82.13
26,82.02
27,82.79
28,81.73
29,81.88
30,79.74
