global_round,entropy_ratio,recall,specificity,precision,average_accuracy,f1_score,mcc,TP,FP,TN,FN
5,0.1,0.2111801242236025,1.0,1.0,0.6055900621118012,0.34871794871794876,0.44119751469587826,34,0,1496,127
5,0.2,0.2919254658385093,0.9919786096256684,0.7966101694915254,0.6419520377320889,0.4272727272727273,0.4537701967353561,47,12,1484,114
5,0.3,0.36645962732919257,0.9933155080213903,0.855072463768116,0.6798875676752915,0.5130434782608696,0.5334086886631018,59,10,1486,102
5,0.4,0.4161490683229814,0.9879679144385026,0.788235294117647,0.702058491380742,0.5447154471544716,0.5425629113736774,67,18,1478,94
5,0.5,0.453416149068323,0.9739304812834224,0.6517857142857143,0.7136733151758727,0.5347985347985348,0.504180175895289,73,39,1457,88
5,0.6,0.45962732919254656,0.9739304812834224,0.6548672566371682,0.7167789052379845,0.5401459854014599,0.5094046199703468,74,39,1457,87
5,0.7,0.45962732919254656,0.9739304812834224,0.6548672566371682,0.7167789052379845,0.5401459854014599,0.5094046199703468,74,39,1457,87
5,0.8,0.45962732919254656,0.9739304812834224,0.6548672566371682,0.7167789052379845,0.5401459854014599,0.5094046199703468,74,39,1457,87
5,0.9,0.45962732919254656,0.9739304812834224,0.6548672566371682,0.7167789052379845,0.5401459854014599,0.5094046199703468,74,39,1457,87
5,1.0,0.45962732919254656,0.9739304812834224,0.6548672566371682,0.7167789052379845,0.5401459854014599,0.5094046199703468,74,39,1457,87
10,0.1,0.40372670807453415,1.0,1.0,0.7018633540372671,0.5752212389380531,0.6159394279833136,65,0,1496,96
10,0.2,0.4472049689440994,0.9933155080213903,0.8780487804878049,0.7202602384827449,0.5925925925925927,0.6015858745321757,72,10,1486,89
10,0.3,0.484472049689441,0.9893048128342246,0.8297872340425532,0.7368884312618328,0.611764705882353,0.6066094429218483,78,16,1480,83
10,0.4,0.5217391304347826,0.983957219251337,0.7777777777777778,0.7528481748430598,0.62453531598513,0.6067795938021565,84,24,1472,77
10,0.5,0.515527950310559,0.9752673796791443,0.6916666666666667,0.7453976649948517,0.5907473309608541,0.5608562962501572,83,37,1459,78
10,0.6,0.5093167701863354,0.9672459893048129,0.6259541984732825,0.7382813797455741,0.5616438356164384,0.5231014477345046,82,49,1447,79
10,0.7,0.5527950310559007,0.9578877005347594,0.5855263157894737,0.7553413657953301,0.5686900958466454,0.5240103482060515,89,63,1433,72
10,0.8,0.5527950310559007,0.9578877005347594,0.5855263157894737,0.7553413657953301,0.5686900958466454,0.5240103482060515,89,63,1433,72
10,0.9,0.5527950310559007,0.9578877005347594,0.5855263157894737,0.7553413657953301,0.5686900958466454,0.5240103482060515,89,63,1433,72
10,1.0,0.5527950310559007,0.9578877005347594,0.5855263157894737,0.7553413657953301,0.5686900958466454,0.5240103482060515,89,63,1433,72
15,0.1,0.391304347826087,1.0,1.0,0.6956521739130435,0.5625,0.6060088617291374,63,0,1496,98
15,0.2,0.4409937888198758,1.0,1.0,0.7204968944099379,0.6120689655172413,0.6449565261332348,71,0,1496,90
15,0.3,0.5279503105590062,1.0,1.0,0.7639751552795031,0.6910569105691057,0.7088201431183021,85,0,1496,76
15,0.4,0.5341614906832298,0.982620320855615,0.7678571428571429,0.7583909057694225,0.63003663003663,0.6096950955871194,86,26,1470,75
15,0.5,0.5093167701863354,0.9766042780748663,0.7008547008547008,0.7429605241306008,0.5899280575539567,0.5618121858847527,82,35,1461,79
15,0.6,0.515527950310559,0.9725935828877005,0.6693548387096774,0.7440607665991297,0.5824561403508771,0.5494457032706128,83,41,1455,78
15,0.7,0.515527950310559,0.9725935828877005,0.6693548387096774,0.7440607665991297,0.5824561403508771,0.5494457032706128,83,41,1455,78
15,0.8,0.515527950310559,0.9725935828877005,0.6693548387096774,0.7440607665991297,0.5824561403508771,0.5494457032706128,83,41,1455,78
15,0.9,0.515527950310559,0.9725935828877005,0.6693548387096774,0.7440607665991297,0.5824561403508771,0.5494457032706128,83,41,1455,78
15,1.0,0.515527950310559,0.9725935828877005,0.6693548387096774,0.7440607665991297,0.5824561403508771,0.5494457032706128,83,41,1455,78
20,0.1,0.4658385093167702,1.0,1.0,0.7329192546583851,0.635593220338983,0.6637128879908375,75,0,1496,86
20,0.2,0.43478260869565216,0.9899732620320856,0.8235294117647058,0.7123779353638688,0.5691056910569107,0.5702724499977815,70,15,1481,91
20,0.3,0.5279503105590062,0.9852941176470589,0.794392523364486,0.7566222141030325,0.6343283582089552,0.6185078844860459,85,22,1474,76
20,0.4,0.5838509316770186,0.9899732620320856,0.8623853211009175,0.7869120968545521,0.6962962962962963,0.6855811414294182,94,15,1481,67
20,0.5,0.6149068322981367,0.9786096256684492,0.7557251908396947,0.796758228983293,0.678082191780822,0.6514762478463092,99,32,1464,62
20,0.6,0.6149068322981367,0.9745989304812834,0.7226277372262774,0.79475288138971,0.6644295302013423,0.6339933640359032,99,38,1458,62
20,0.7,0.6708074534161491,0.981951871657754,0.8,0.8263796625369515,0.7297297297297297,0.7067366425939245,108,27,1469,53
20,0.8,0.6583850931677019,0.9772727272727273,0.7571428571428571,0.8178289102202145,0.7043189368770764,0.6769324308168868,106,34,1462,55
20,0.9,0.6459627329192547,0.9766042780748663,0.7482014388489209,0.8112835054970604,0.6933333333333332,0.6651529983798615,104,35,1461,57
20,1.0,0.6459627329192547,0.9766042780748663,0.7482014388489209,0.8112835054970604,0.6933333333333332,0.6651529983798615,104,35,1461,57
25,0.1,0.4720496894409938,1.0,1.0,0.7360248447204969,0.6413502109704642,0.6683342531096622,76,0,1496,85
25,0.2,0.6459627329192547,1.0,1.0,0.8229813664596273,0.7849056603773585,0.7888306931719578,104,0,1496,57
25,0.3,0.6211180124223602,0.9966577540106952,0.9523809523809523,0.8088878832165277,0.7518796992481203,0.7510504228369979,100,5,1491,61
25,0.4,0.6149068322981367,0.9899732620320856,0.868421052631579,0.8024400471651112,0.72,0.7078033908428678,99,15,1481,62
25,0.5,0.7267080745341615,0.9852941176470589,0.841726618705036,0.8560010960906101,0.7799999999999999,0.7607058912841197,117,22,1474,44
25,0.6,0.7267080745341615,0.9792780748663101,0.7905405405405406,0.8529930747002359,0.7572815533980582,0.7331611402682724,117,31,1465,44
25,0.7,0.7142857142857143,0.9772727272727273,0.7718120805369127,0.8457792207792207,0.7419354838709677,0.7160013097514328,115,34,1462,46
25,0.8,0.7018633540372671,0.9679144385026738,0.7018633540372671,0.8348888962699704,0.7018633540372671,0.6697777925399409,113,48,1448,48
25,0.9,0.6832298136645962,0.9625668449197861,0.6626506024096386,0.8228983292921912,0.672782874617737,0.637061944168998,110,56,1440,51
25,1.0,0.6832298136645962,0.9625668449197861,0.6626506024096386,0.8228983292921912,0.672782874617737,0.637061944168998,110,56,1440,51
