Round,Accuracy
20,52.27
21,67.58
22,59.35
23,71.16
24,67.61
25,74.69
26,74.71
27,72.42
28,75.33
29,71.33
30,69.99
31,73.15
32,70.75
33,76.81
34,73.84
35,76.5
36,74.03
37,75.68
38,75.83
39,59.21
40,66.85
41,76.89
42,74.2
43,76.87
44,76.1
45,75.75
46,77.96
47,77.13
48,76.34
49,75.79
50,74.38
