Round,Dataset,Local_Class,Accuracy
20,MNIST,0,9.09
20,MNIST,1,25.48
20,MNIST,2,12.03
20,MNIST,3,12.19
20,MNIST,4,64.05
20,MNIST,5,4.32
20,MNIST,6,0.23
20,MNIST,7,71.98
20,MNIST,8,39.16
20,MNIST,9,26.58
20,EMNIST,0,0.48
20,EMNIST,1,0.97
20,EMNIST,2,82.5
20,EMNIST,3,80.95
20,EMNIST,4,72.11
20,EMNIST,5,39.46
20,EMNIST,6,85.35
20,EMNIST,7,69.34
20,EMNIST,8,93.5
20,EMNIST,9,17.62
20,EMNIST,10,78.36
20,EMNIST,11,27.46
20,EMNIST,12,96.33
20,EMNIST,13,88.15
20,EMNIST,14,96.51
20,EMNIST,15,12.37
20,EMNIST,16,81.82
20,EMNIST,17,88.61
20,EMNIST,18,84.16
20,EMNIST,19,78.25
20,EMNIST,20,75.57
20,EMNIST,21,90.09
20,EMNIST,22,32.74
20,EMNIST,23,93.17
20,EMNIST,24,86.74
20,EMNIST,25,48.66
20,EMNIST,26,70.74
20,EMNIST,27,86.14
20,EMNIST,28,2.23
20,EMNIST,29,71.74
20,EMNIST,30,11.59
20,EMNIST,31,2.35
20,EMNIST,32,83.77
20,EMNIST,33,56.23
20,EMNIST,34,15.84
20,EMNIST,35,54.5
20,EMNIST,36,56.39
20,EMNIST,37,66.62
20,EMNIST,38,0.0
20,EMNIST,39,38.89
20,EMNIST,40,82.93
20,EMNIST,41,82.97
20,EMNIST,42,22.39
20,EMNIST,43,80.37
20,EMNIST,44,21.34
20,EMNIST,45,46.02
20,EMNIST,46,43.4
20,EMNIST,47,0.09
20,EMNIST,48,53.79
20,EMNIST,49,90.44
20,EMNIST,50,4.72
20,EMNIST,51,58.21
20,EMNIST,52,28.26
20,EMNIST,53,91.18
20,EMNIST,54,91.71
20,EMNIST,55,75.52
20,EMNIST,56,92.71
20,EMNIST,57,92.96
20,EMNIST,58,24.94
20,EMNIST,59,70.33
20,EMNIST,60,28.24
20,EMNIST,61,49.51
20,CIFAR10,0,79.67
20,CIFAR10,1,30.22
20,CIFAR10,2,0.99
20,CIFAR10,3,15.05
20,CIFAR10,4,54.18
20,CIFAR10,5,47.03
20,CIFAR10,6,0.11
20,CIFAR10,7,10.33
20,CIFAR10,8,5.16
20,CIFAR10,9,29.01
21,MNIST,0,96.75
21,MNIST,1,98.84
21,MNIST,2,79.34
21,MNIST,3,77.91
21,MNIST,4,83.65
21,MNIST,5,78.91
21,MNIST,6,85.42
21,MNIST,7,97.54
21,MNIST,8,82.84
21,MNIST,9,87.8
21,EMNIST,0,50.87
21,EMNIST,1,44.92
21,EMNIST,2,73.09
21,EMNIST,3,94.18
21,EMNIST,4,61.09
21,EMNIST,5,78.34
21,EMNIST,6,90.34
21,EMNIST,7,90.9
21,EMNIST,8,86.37
21,EMNIST,9,77.6
21,EMNIST,10,67.39
21,EMNIST,11,79.32
21,EMNIST,12,70.34
21,EMNIST,13,88.72
21,EMNIST,14,88.76
21,EMNIST,15,75.42
21,EMNIST,16,87.22
21,EMNIST,17,92.83
21,EMNIST,18,74.17
21,EMNIST,19,82.63
21,EMNIST,20,60.06
21,EMNIST,21,94.84
21,EMNIST,22,0.0
21,EMNIST,23,94.63
21,EMNIST,24,19.42
21,EMNIST,25,38.27
21,EMNIST,26,57.98
21,EMNIST,27,76.49
