Round,Accuracy
20,56.62
21,68.66
22,61.56
23,72.02
24,66.98
25,75.22
26,75.44
27,72.47
28,76.43
29,70.75
30,71.38
31,72.69
32,70.53
33,76.77
34,73.56
35,76.36
36,73.44
37,75.24
38,75.62
39,63.17
40,65.22
41,76.68
42,73.78
43,76.43
44,75.45
45,75.08
46,77.72
47,76.59
48,75.63
49,75.08
50,73.31
