global_round,cs_threshold,recall,specificity,precision,average_accuracy,f1_score,mcc,TP,FP,TN,FN
5,-1.0,0.5,0.98796992481203,0.23809523809523808,0.7439849624060151,0.3225806451612903,0.3381324343530042,5,16,1314,5
5,-0.9,0.5,0.98796992481203,0.23809523809523808,0.7439849624060151,0.3225806451612903,0.3381324343530042,5,16,1314,5
5,-0.8,0.5,0.98796992481203,0.23809523809523808,0.7439849624060151,0.3225806451612903,0.3381324343530042,5,16,1314,5
5,-0.7,0.5,0.98796992481203,0.23809523809523808,0.7439849624060151,0.3225806451612903,0.3381324343530042,5,16,1314,5
5,-0.6,0.5,0.98796992481203,0.23809523809523808,0.7439849624060151,0.3225806451612903,0.3381324343530042,5,16,1314,5
5,-0.5,0.5,0.9887218045112782,0.25,0.7443609022556391,0.3333333333333333,0.34688504172324497,5,15,1315,5
5,-0.4,0.5,0.9887218045112782,0.25,0.7443609022556391,0.3333333333333333,0.34688504172324497,5,15,1315,5
5,-0.3,0.5,0.9902255639097745,0.2777777777777778,0.7451127819548873,0.35714285714285715,0.3664964692723006,5,13,1317,5
5,-0.2,0.5,0.9902255639097745,0.2777777777777778,0.7451127819548873,0.35714285714285715,0.3664964692723006,5,13,1317,5
5,-0.1,0.5,0.9917293233082707,0.3125,0.7458646616541353,0.38461538461538464,0.3896260125870488,5,11,1319,5
5,0.0,0.5,0.9939849624060151,0.38461538461538464,0.7469924812030075,0.4347826086956522,0.4337429326209294,5,8,1322,5
5,0.1,0.5,0.9939849624060151,0.38461538461538464,0.7469924812030075,0.4347826086956522,0.4337429326209294,5,8,1322,5
5,0.2,0.5,0.9947368421052631,0.4166666666666667,0.7473684210526316,0.45454545454545453,0.4519708362972576,5,7,1323,5
5,0.3,0.5,0.9962406015037594,0.5,0.7481203007518797,0.5,0.49624060150375937,5,5,1325,5
5,0.4,0.5,0.9969924812030075,0.5555555555555556,0.7484962406015038,0.5263157894736842,0.5236792386245112,5,4,1326,5
5,0.5,0.5,0.9969924812030075,0.5555555555555556,0.7484962406015038,0.5263157894736842,0.5236792386245112,5,4,1326,5
5,0.6,0.5,0.9969924812030075,0.5555555555555556,0.7484962406015038,0.5263157894736842,0.5236792386245112,5,4,1326,5
5,0.7,0.5,0.9969924812030075,0.5555555555555556,0.7484962406015038,0.5263157894736842,0.5236792386245112,5,4,1326,5
5,0.8,0.5,0.9969924812030075,0.5555555555555556,0.7484962406015038,0.5263157894736842,0.5236792386245112,5,4,1326,5
5,0.9,0.5,0.9969924812030075,0.5555555555555556,0.7484962406015038,0.5263157894736842,0.5236792386245112,5,4,1326,5
5,1.0,0.0,1.0,0.0,0.5,0.0,0.0,0,0,1330,10
10,-1.0,0.3,0.9849624060150376,0.13043478260869565,0.6424812030075188,0.18181818181818182,0.1888237350500707,3,20,1310,7
10,-0.9,0.3,0.9849624060150376,0.13043478260869565,0.6424812030075188,0.18181818181818182,0.1888237350500707,3,20,1310,7
10,-0.8,0.3,0.9849624060150376,0.13043478260869565,0.6424812030075188,0.18181818181818182,0.1888237350500707,3,20,1310,7
10,-0.7,0.3,0.9849624060150376,0.13043478260869565,0.6424812030075188,0.18181818181818182,0.1888237350500707,3,20,1310,7
10,-0.6,0.3,0.9849624060150376,0.13043478260869565,0.6424812030075188,0.18181818181818182,0.1888237350500707,3,20,1310,7
10,-0.5,0.3,0.9857142857142858,0.13636363636363635,0.6428571428571429,0.18749999999999997,0.19350345805226882,3,19,1311,7
10,-0.4,0.3,0.9857142857142858,0.13636363636363635,0.6428571428571429,0.18749999999999997,0.19350345805226882,3,19,1311,7
10,-0.3,0.3,0.9857142857142858,0.13636363636363635,0.6428571428571429,0.18749999999999997,0.19350345805226882,3,19,1311,7
10,-0.2,0.3,0.98796992481203,0.15789473684210525,0.643984962406015,0.20689655172413793,0.2096258053942447,3,16,1314,7
