global_round,entropy_ratio,recall,specificity,precision,average_accuracy,f1_score,mcc,TP,FP,TN,FN
5,0.1,0.7,0.9954887218045113,0.5384615384615384,0.8477443609022557,0.608695652173913,0.6106730786519934,7,6,1324,3
5,0.2,0.6,0.9947368421052631,0.46153846153846156,0.7973684210526315,0.5217391304347826,0.5222080056364614,6,7,1323,4
5,0.3,0.7,0.9962406015037594,0.5833333333333334,0.8481203007518796,0.6363636363636365,0.6360562225095145,7,5,1325,3
5,0.4,0.7,0.9932330827067669,0.4375,0.8466165413533835,0.5384615384615384,0.5492892715676744,7,9,1321,3
5,0.5,0.7,0.9939849624060151,0.4666666666666667,0.8469924812030075,0.56,0.5677044674964894,7,8,1322,3
5,0.6,0.7,0.9939849624060151,0.4666666666666667,0.8469924812030075,0.56,0.5677044674964894,7,8,1322,3
5,0.7,0.8,0.9932330827067669,0.47058823529411764,0.8966165413533835,0.5925925925925927,0.6099893553052531,8,9,1321,2
5,0.8,0.7,0.9932330827067669,0.4375,0.8466165413533835,0.5384615384615384,0.5492892715676744,7,9,1321,3
5,0.9,0.7,0.9932330827067669,0.4375,0.8466165413533835,0.5384615384615384,0.5492892715676744,7,9,1321,3
5,1.0,0.8,0.9932330827067669,0.47058823529411764,0.8966165413533835,0.5925925925925927,0.6099893553052531,8,9,1321,2
10,0.1,0.5,0.9939849624060151,0.38461538461538464,0.7469924812030075,0.4347826086956522,0.4337429326209294,5,8,1322,5
10,0.2,0.5,0.9947368421052631,0.4166666666666667,0.7473684210526316,0.45454545454545453,0.4519708362972576,5,7,1323,5
10,0.3,0.3,0.9924812030075187,0.23076923076923078,0.6462406015037594,0.2608695652173913,0.25681278658986534,3,10,1320,7
10,0.4,0.4,0.9909774436090225,0.25,0.6954887218045113,0.3076923076923077,0.30979438309673607,4,12,1318,6
10,0.5,0.6,0.9939849624060151,0.42857142857142855,0.7969924812030076,0.5,0.5027655259133692,6,8,1322,4
10,0.6,0.5,0.9932330827067669,0.35714285714285715,0.7466165413533834,0.41666666666666663,0.4174863101255319,5,9,1321,5
10,0.7,0.6,0.9917293233082707,0.35294117647058826,0.7958646616541354,0.4444444444444445,0.4550347133888476,6,11,1319,4
10,0.8,0.7,0.9924812030075187,0.4117647058823529,0.8462406015037593,0.5185185185185185,0.5325120343470504,7,10,1320,3
10,0.9,0.6,0.9939849624060151,0.42857142857142855,0.7969924812030076,0.5,0.5027655259133692,6,8,1322,4
10,1.0,0.7,0.9947368421052631,0.5,0.8473684210526315,0.5833333333333334,0.5880447417012065,7,7,1323,3
15,0.1,0.4,0.9962406015037594,0.4444444444444444,0.6981203007518797,0.4210526315789474,0.4175173354842926,4,5,1325,6
15,0.2,0.2,0.9932330827067669,0.18181818181818182,0.5966165413533835,0.1904761904761905,0.18430981779991254,2,9,1321,8
15,0.3,0.3,0.9939849624060151,0.2727272727272727,0.6469924812030076,0.28571428571428564,0.2804091002325518,3,8,1322,7
15,0.4,0.4,0.9909774436090225,0.25,0.6954887218045113,0.3076923076923077,0.30979438309673607,4,12,1318,6
15,0.5,0.4,0.9917293233082707,0.26666666666666666,0.6958646616541353,0.32,0.32044856724341386,4,11,1319,6
15,0.6,0.5,0.9917293233082707,0.3125,0.7458646616541353,0.38461538461538464,0.3896260125870488,5,11,1319,5
15,0.7,0.6,0.9924812030075187,0.375,0.7962406015037593,0.4615384615384615,0.4694576420773616,6,10,1320,4
15,0.8,0.6,0.9924812030075187,0.375,0.7962406015037593,0.4615384615384615,0.4694576420773616,6,10,1320,4
15,0.9,0.6,0.9932330827067669,0.4,0.7966165413533834,0.48,0.4852858340787976,6,9,1321,4
15,1.0,0.7,0.9939849624060151,0.4666666666666667,0.8469924812030075,0.56,0.5677044674964894,7,8,1322,3
20,0.1,0.6,0.9947368421052631,0.46153846153846156,0.7973684210526315,0.5217391304347826,0.5222080056364614,6,7,1323,4
20,0.2,0.4,0.9932330827067669,0.3076923076923077,0.6966165413533835,0.34782608695652173,0.34527785960539736,4,9,1321,6
20,0.3,0.6,0.9962406015037594,0.5454545454545454,0.7981203007518797,0.5714285714285713,0.5687069475304695,6,5,1325,4
20,0.4,0.4,0.9924812030075187,0.2857142857142857,0.6962406015037594,0.3333333333333333,0.3322070943376946,4,10,1320,6
20,0.5,0.3,0.9902255639097745,0.1875,0.6451127819548872,0.23076923076923075,0.22996275360642332,3,13,1317,7
20,0.6,0.3,0.9902255639097745,0.1875,0.6451127819548872,0.23076923076923075,0.22996275360642332,3,13,1317,7
20,0.7,0.4,0.9902255639097745,0.23529411764705882,0.6951127819548872,0.29629629629629634,0.3000800714724421,4,13,1317,6
20,0.8,0.8,0.9954887218045113,0.5714285714285714,0.8977443609022557,0.6666666666666666,0.6733239574890438,8,6,1324,2
20,0.9,0.7,0.9954887218045113,0.5384615384615384,0.8477443609022557,0.608695652173913,0.6106730786519934,7,6,1324,3
20,1.0,0.8,0.9954887218045113,0.5714285714285714,0.8977443609022557,0.6666666666666666,0.6733239574890438,8,6,1324,2
25,0.1,0.6,0.9954887218045113,0.5,0.7977443609022556,0.5454545454545454,0.5440135294033861,6,6,1324,4
25,0.2,0.5,0.9939849624060151,0.38461538461538464,0.7469924812030075,0.4347826086956522,0.4337429326209294,5,8,1322,5
25,0.3,0.5,0.9947368421052631,0.4166666666666667,0.7473684210526316,0.45454545454545453,0.4519708362972576,5,7,1323,5
25,0.4,0.6,0.9917293233082707,0.35294117647058826,0.7958646616541354,0.4444444444444445,0.4550347133888476,6,11,1319,4
25,0.5,0.5,0.9917293233082707,0.3125,0.7458646616541353,0.38461538461538464,0.3896260125870488,5,11,1319,5
25,0.6,0.5,0.9924812030075187,0.3333333333333333,0.7462406015037594,0.4,0.4028672006611057,5,10,1320,5
25,0.7,0.5,0.9917293233082707,0.3125,0.7458646616541353,0.38461538461538464,0.3896260125870488,5,11,1319,5
25,0.8,0.7,0.9939849624060151,0.4666666666666667,0.8469924812030075,0.56,0.5677044674964894,7,8,1322,3
25,0.9,0.8,0.9947368421052631,0.5333333333333333,0.8973684210526316,0.64,0.6501231009141814,8,7,1323,2
25,1.0,0.8,0.9947368421052631,0.5333333333333333,0.8973684210526316,0.64,0.6501231009141814,8,7,1323,2
