Round,Dataset,Local_Class,Accuracy
20,MNIST,0,0.0
20,MNIST,1,0.0
20,MNIST,2,14.38
20,MNIST,3,0.98
20,MNIST,4,0.56
20,MNIST,5,3.7
20,MNIST,6,0.0
20,MNIST,7,0.0
20,MNIST,8,0.11
20,MNIST,9,0.0
20,EMNIST,0,0.02
20,EMNIST,1,0.0
20,EMNIST,2,33.45
20,EMNIST,3,9.51
20,EMNIST,4,6.67
20,EMNIST,5,16.97
20,EMNIST,6,2.85
20,EMNIST,7,0.25
20,EMNIST,8,7.4
20,EMNIST,9,0.0
20,EMNIST,10,1.76
20,EMNIST,11,33.22
20,EMNIST,12,13.79
20,EMNIST,13,35.26
20,EMNIST,14,68.99
20,EMNIST,15,35.34
20,EMNIST,16,41.52
20,EMNIST,17,12.45
20,EMNIST,18,0.0
20,EMNIST,19,90.18
20,EMNIST,20,21.55
20,EMNIST,21,43.55
20,EMNIST,22,0.0
20,EMNIST,23,0.0
20,EMNIST,24,0.0
20,EMNIST,25,2.76
20,EMNIST,26,51.06
20,EMNIST,27,24.73
20,EMNIST,28,4.61
20,EMNIST,29,0.07
20,EMNIST,30,0.77
20,EMNIST,31,0.41
20,EMNIST,32,1.09
20,EMNIST,33,7.63
20,EMNIST,34,2.89
20,EMNIST,35,57.11
20,EMNIST,36,23.08
20,EMNIST,37,2.32
20,EMNIST,38,0.0
20,EMNIST,39,1.96
20,EMNIST,40,37.9
20,EMNIST,41,9.07
20,EMNIST,42,49.63
20,EMNIST,43,0.07
20,EMNIST,44,0.0
20,EMNIST,45,19.38
20,EMNIST,46,2.12
20,EMNIST,47,0.0
20,EMNIST,48,0.0
20,EMNIST,49,0.17
20,EMNIST,50,16.75
20,EMNIST,51,5.67
20,EMNIST,52,1.52
20,EMNIST,53,5.59
20,EMNIST,54,4.02
20,EMNIST,55,75.48
20,EMNIST,56,1.37
20,EMNIST,57,0.0
20,EMNIST,58,0.0
20,EMNIST,59,0.47
20,EMNIST,60,6.63
20,EMNIST,61,11.71
20,CIFAR10,0,17.03
20,CIFAR10,1,78.13
20,CIFAR10,2,54.95
20,CIFAR10,3,9.12
20,CIFAR10,4,0.0
20,CIFAR10,5,14.95
20,CIFAR10,6,0.0
20,CIFAR10,7,38.79
20,CIFAR10,8,44.18
20,CIFAR10,9,16.37
21,MNIST,0,0.34
21,MNIST,1,0.0
21,MNIST,2,22.47
21,MNIST,3,29.71
21,MNIST,4,0.22
21,MNIST,5,22.19
21,MNIST,6,1.95
21,MNIST,7,0.0
21,MNIST,8,21.44
21,MNIST,9,0.0
21,EMNIST,0,0.08
21,EMNIST,1,0.0
21,EMNIST,2,37.54
21,EMNIST,3,44.04
21,EMNIST,4,3.62
21,EMNIST,5,19.5
21,EMNIST,6,7.15
21,EMNIST,7,4.43
21,EMNIST,8,41.32
21,EMNIST,9,0.0
21,EMNIST,10,3.42
21,EMNIST,11,39.66
21,EMNIST,12,11.26
21,EMNIST,13,21.72
21,EMNIST,14,32.69
21,EMNIST,15,55.04
21,EMNIST,16,36.36
21,EMNIST,17,44.51
21,EMNIST,18,0.0
21,EMNIST,19,91.05
21,EMNIST,20,44.54
21,EMNIST,21,28.77
21,EMNIST,22,0.15
21,EMNIST,23,5.04
21,EMNIST,24,15.19
21,EMNIST,25,7.32
21,EMNIST,26,37.5
21,EMNIST,27,17.12
21,EMNIST,28,40.25
21,EMNIST,29,0.07
21,EMNIST,30,0.44
21,EMNIST,31,0.14
21,EMNIST,32,6.28
21,EMNIST,33,0.25
21,EMNIST,34,0.0
21,EMNIST,35,16.82
21,EMNIST,36,49.36
21,EMNIST,37,43.94
21,EMNIST,38,19.59
21,EMNIST,39,7.19
21,EMNIST,40,24.54
21,EMNIST,41,13.46
21,EMNIST,42,82.46
21,EMNIST,43,3.05
21,EMNIST,44,0.0
21,EMNIST,45,11.07
21,EMNIST,46,2.36
21,EMNIST,47,0.0
21,EMNIST,48,10.43
21,EMNIST,49,9.97
21,EMNIST,50,3.54
21,EMNIST,51,17.91
21,EMNIST,52,16.96
21,EMNIST,53,4.08
21,EMNIST,54,0.75
21,EMNIST,55,18.18
21,EMNIST,56,17.08
21,EMNIST,57,2.35
21,EMNIST,58,9.18
21,EMNIST,59,13.79
21,EMNIST,60,64.55
21,EMNIST,61,30.73
21,CIFAR10,0,37.69
21,CIFAR10,1,19.45
21,CIFAR10,2,36.92
21,CIFAR10,3,22.97
21,CIFAR10,4,16.15
21,CIFAR10,5,40.0
21,CIFAR10,6,42.2
21,CIFAR10,7,55.27
21,CIFAR10,8,34.73
21,CIFAR10,9,62.31
22,MNIST,0,43.77
22,MNIST,1,1.74
22,MNIST,2,36.21
22,MNIST,3,88.36
22,MNIST,4,26.54
22,MNIST,5,63.01
22,MNIST,6,46.5
22,MNIST,7,9.09
22,MNIST,8,79.23
22,MNIST,9,2.94
