Round,Dataset,Local_Class,Accuracy
10,MNIST,0,45.34
10,MNIST,1,85.76
10,MNIST,2,71.99
10,MNIST,3,91.08
10,MNIST,4,49.72
10,MNIST,5,81.63
10,MNIST,6,66.48
10,MNIST,7,82.03
10,MNIST,8,95.71
10,MNIST,9,86.82
10,EMNIST,0,59.79
10,EMNIST,1,60.45
10,EMNIST,2,62.57
10,EMNIST,3,83.62
10,EMNIST,4,58.92
10,EMNIST,5,79.47
10,EMNIST,6,36.15
10,EMNIST,7,89.95
10,EMNIST,8,81.78
10,EMNIST,9,56.98
10,EMNIST,10,48.55
10,EMNIST,11,73.05
10,EMNIST,12,12.33
10,EMNIST,13,55.15
10,EMNIST,14,68.09
10,EMNIST,15,45.65
10,EMNIST,16,67.81
10,EMNIST,17,64.77
10,EMNIST,18,53.49
10,EMNIST,19,55.96
10,EMNIST,20,39.37
10,EMNIST,21,80.05
10,EMNIST,22,21.78
10,EMNIST,23,20.42
10,EMNIST,24,45.62
10,EMNIST,25,44.17
10,EMNIST,26,57.45
10,EMNIST,27,58.7
10,EMNIST,28,0.16
10,EMNIST,29,89.95
10,EMNIST,30,39.67
10,EMNIST,31,67.82
10,EMNIST,32,30.01
10,EMNIST,33,59.54
10,EMNIST,34,27.13
10,EMNIST,35,44.31
10,EMNIST,36,58.8
10,EMNIST,37,83.63
10,EMNIST,38,47.07
10,EMNIST,39,80.39
10,EMNIST,40,73.01
10,EMNIST,41,61.81
10,EMNIST,42,39.37
10,EMNIST,43,63.87
10,EMNIST,44,12.34
10,EMNIST,45,73.7
10,EMNIST,46,22.64
10,EMNIST,47,3.64
10,EMNIST,48,49.29
10,EMNIST,49,69.93
10,EMNIST,50,4.48
10,EMNIST,51,54.63
10,EMNIST,52,37.83
10,EMNIST,53,73.08
10,EMNIST,54,57.04
10,EMNIST,55,61.16
10,EMNIST,56,7.06
10,EMNIST,57,0.0
10,EMNIST,58,56.94
10,EMNIST,59,54.44
10,EMNIST,60,55.04
10,EMNIST,61,77.07
10,CIFAR10,0,36.15
10,CIFAR10,1,26.26
10,CIFAR10,2,0.0
10,CIFAR10,3,6.15
10,CIFAR10,4,85.16
10,CIFAR10,5,14.95
10,CIFAR10,6,4.84
10,CIFAR10,7,14.07
10,CIFAR10,8,8.79
10,CIFAR10,9,2.53
11,MNIST,0,75.98
11,MNIST,1,98.26
11,MNIST,2,83.92
11,MNIST,3,84.98
11,MNIST,4,86.0
11,MNIST,5,68.68
11,MNIST,6,87.72
11,MNIST,7,78.18
11,MNIST,8,98.65
11,MNIST,9,87.47
11,EMNIST,0,53.32
11,EMNIST,1,54.34
11,EMNIST,2,81.47
11,EMNIST,3,90.25
11,EMNIST,4,71.89
11,EMNIST,5,66.62
11,EMNIST,6,58.15
11,EMNIST,7,82.83
11,EMNIST,8,84.57
11,EMNIST,9,26.4
11,EMNIST,10,80.43
11,EMNIST,11,81.19
11,EMNIST,12,53.51
11,EMNIST,13,78.84
11,EMNIST,14,81.91
11,EMNIST,15,49.01
11,EMNIST,16,72.48
11,EMNIST,17,62.87
11,EMNIST,18,9.24
11,EMNIST,19,68.25
11,EMNIST,20,56.32
11,EMNIST,21,90.64
11,EMNIST,22,46.37
11,EMNIST,23,42.47
11,EMNIST,24,9.13
11,EMNIST,25,73.86
11,EMNIST,26,80.59
11,EMNIST,27,74.73
11,EMNIST,28,65.05
11,EMNIST,29,80.95
11,EMNIST,30,26.15
11,EMNIST,31,66.71
11,EMNIST,32,71.76
11,EMNIST,33,57.25
11,EMNIST,34,61.16
11,EMNIST,35,66.11
11,EMNIST,36,66.82
11,EMNIST,37,89.56
11,EMNIST,38,29.77
11,EMNIST,39,76.14
11,EMNIST,40,62.1
11,EMNIST,41,39.56
11,EMNIST,42,40.3
11,EMNIST,43,73.46
11,EMNIST,44,51.93
11,EMNIST,45,72.66
11,EMNIST,46,55.19
11,EMNIST,47,33.45
11,EMNIST,48,24.41
11,EMNIST,49,53.77
11,EMNIST,50,43.16
11,EMNIST,51,39.1
11,EMNIST,52,51.96
11,EMNIST,53,71.18
11,EMNIST,54,4.27
11,EMNIST,55,75.56
11,EMNIST,56,38.04
11,EMNIST,57,27.93
11,EMNIST,58,47.53
11,EMNIST,59,57.71
11,EMNIST,60,36.89
11,EMNIST,61,41.22
11,CIFAR10,0,8.9
11,CIFAR10,1,58.57
11,CIFAR10,2,30.11
11,CIFAR10,3,23.52
