Round,Dataset,Local_Class,Accuracy
20,MNIST,0,82.49
20,MNIST,1,93.51
20,MNIST,2,31.63
20,MNIST,3,71.6
20,MNIST,4,59.01
20,MNIST,5,76.45
20,MNIST,6,45.81
20,MNIST,7,87.91
20,MNIST,8,91.65
20,MNIST,9,70.26
20,EMNIST,0,47.44
20,EMNIST,1,80.63
20,EMNIST,2,58.19
20,EMNIST,3,56.15
20,EMNIST,4,49.07
20,EMNIST,5,72.13
20,EMNIST,6,49.86
20,EMNIST,7,92.13
20,EMNIST,8,74.26
20,EMNIST,9,68.96
20,EMNIST,10,59.42
20,EMNIST,11,80.85
20,EMNIST,12,88.68
20,EMNIST,13,79.83
20,EMNIST,14,79.84
20,EMNIST,15,52.29
20,EMNIST,16,26.78
20,EMNIST,17,67.72
20,EMNIST,18,32.12
20,EMNIST,19,77.37
20,EMNIST,20,30.75
20,EMNIST,21,89.01
20,EMNIST,22,5.56
20,EMNIST,23,39.22
20,EMNIST,24,2.28
20,EMNIST,25,55.67
20,EMNIST,26,21.81
20,EMNIST,27,44.97
20,EMNIST,28,0.31
20,EMNIST,29,80.46
20,EMNIST,30,49.29
20,EMNIST,31,49.17
20,EMNIST,32,59.21
20,EMNIST,33,73.28
20,EMNIST,34,56.75
20,EMNIST,35,59.0
20,EMNIST,36,35.12
20,EMNIST,37,84.79
20,EMNIST,38,0.76
20,EMNIST,39,59.93
20,EMNIST,40,55.16
20,EMNIST,41,29.12
20,EMNIST,42,35.07
20,EMNIST,43,48.18
20,EMNIST,44,38.82
20,EMNIST,45,48.44
20,EMNIST,46,49.53
20,EMNIST,47,22.04
20,EMNIST,48,38.15
20,EMNIST,49,84.24
20,EMNIST,50,50.71
20,EMNIST,51,60.6
20,EMNIST,52,34.57
20,EMNIST,53,75.12
20,EMNIST,54,72.61
20,EMNIST,55,58.72
20,EMNIST,56,3.64
20,EMNIST,57,41.31
20,EMNIST,58,31.29
20,EMNIST,59,44.39
20,EMNIST,60,56.48
20,EMNIST,61,65.12
20,CIFAR10,0,48.46
20,CIFAR10,1,28.02
20,CIFAR10,2,2.42
20,CIFAR10,3,4.29
20,CIFAR10,4,30.66
20,CIFAR10,5,30.0
20,CIFAR10,6,47.8
20,CIFAR10,7,52.97
20,CIFAR10,8,18.9
20,CIFAR10,9,59.45
21,MNIST,0,92.03
21,MNIST,1,91.96
21,MNIST,2,65.07
21,MNIST,3,90.1
21,MNIST,4,58.34
21,MNIST,5,61.78
21,MNIST,6,81.17
21,MNIST,7,85.67
21,MNIST,8,87.81
21,MNIST,9,89.22
21,EMNIST,0,72.53
21,EMNIST,1,15.13
21,EMNIST,2,64.15
21,EMNIST,3,85.44
21,EMNIST,4,79.53
21,EMNIST,5,75.91
21,EMNIST,6,74.67
21,EMNIST,7,82.1
21,EMNIST,8,83.71
21,EMNIST,9,18.32
21,EMNIST,10,65.94
21,EMNIST,11,62.88
21,EMNIST,12,42.44
21,EMNIST,13,67.98
21,EMNIST,14,74.03
21,EMNIST,15,45.8
21,EMNIST,16,77.15
21,EMNIST,17,63.29
21,EMNIST,18,30.18
21,EMNIST,19,60.0
21,EMNIST,20,60.63
