Round,Dataset,Local_Class,Accuracy
1,MNIST,0,99.55
1,MNIST,1,96.32
1,MNIST,2,82.32
1,MNIST,3,89.45
1,MNIST,4,94.85
1,MNIST,5,99.26
1,MNIST,6,97.24
1,MNIST,7,98.29
1,MNIST,8,53.16
1,MNIST,9,51.96
1,EMNIST,0,0.11
1,EMNIST,1,0.0
1,EMNIST,2,6.28
1,EMNIST,3,12.68
1,EMNIST,4,22.14
1,EMNIST,5,9.13
1,EMNIST,6,12.4
1,EMNIST,7,53.09
1,EMNIST,8,5.1
1,EMNIST,9,41.76
1,EMNIST,10,68.32
1,EMNIST,11,40.51
1,EMNIST,12,85.14
1,EMNIST,13,39.21
1,EMNIST,14,71.71
1,EMNIST,15,96.56
1,EMNIST,16,44.72
1,EMNIST,17,72.78
1,EMNIST,18,0.0
1,EMNIST,19,86.49
1,EMNIST,20,85.92
1,EMNIST,21,86.3
1,EMNIST,22,67.04
1,EMNIST,23,79.82
1,EMNIST,24,26.3
1,EMNIST,25,9.37
1,EMNIST,26,13.3
1,EMNIST,27,58.29
1,EMNIST,28,0.6
1,EMNIST,29,78.58
1,EMNIST,30,82.75
1,EMNIST,31,70.99
1,EMNIST,32,53.48
1,EMNIST,33,93.89
1,EMNIST,34,74.66
1,EMNIST,35,12.09
1,EMNIST,36,0.67
1,EMNIST,37,50.9
1,EMNIST,38,1.53
1,EMNIST,39,55.29
1,EMNIST,40,85.91
1,EMNIST,41,0.0
1,EMNIST,42,4.66
1,EMNIST,43,72.19
1,EMNIST,44,0.26
1,EMNIST,45,43.6
1,EMNIST,46,15.33
1,EMNIST,47,81.17
1,EMNIST,48,16.59
1,EMNIST,49,75.14
1,EMNIST,50,0.0
1,EMNIST,51,64.48
1,EMNIST,52,4.78
1,EMNIST,53,82.94
1,EMNIST,54,25.88
1,EMNIST,55,72.44
1,EMNIST,56,0.0
1,EMNIST,57,9.15
1,EMNIST,58,0.0
1,EMNIST,59,12.85
1,EMNIST,60,9.51
1,EMNIST,61,3.17
1,CIFAR10,0,33.52
1,CIFAR10,1,0.99
1,CIFAR10,2,6.92
1,CIFAR10,3,21.98
1,CIFAR10,4,0.33
1,CIFAR10,5,0.11
1,CIFAR10,6,82.53
1,CIFAR10,7,0.0
1,CIFAR10,8,45.49
1,CIFAR10,9,71.98
2,MNIST,0,89.0
2,MNIST,1,97.48
2,MNIST,2,73.27
2,MNIST,3,93.69
2,MNIST,4,93.62
2,MNIST,5,37.36
2,MNIST,6,92.08
2,MNIST,7,89.84
2,MNIST,8,95.26
2,MNIST,9,95.64
2,EMNIST,0,37.14
2,EMNIST,1,75.38
2,EMNIST,2,75.43
2,EMNIST,3,93.15
2,EMNIST,4,82.31
2,EMNIST,5,80.33
2,EMNIST,6,87.95
2,EMNIST,7,94.32
2,EMNIST,8,90.96
2,EMNIST,9,47.5
2,EMNIST,10,92.24
2,EMNIST,11,87.46
2,EMNIST,12,53.89
2,EMNIST,13,87.31
2,EMNIST,14,92.64
2,EMNIST,15,23.44
2,EMNIST,16,52.33
2,EMNIST,17,85.86
2,EMNIST,18,18.15
2,EMNIST,19,69.65
2,EMNIST,20,79.31
2,EMNIST,21,91.72
2,EMNIST,22,5.7
2,EMNIST,23,78.03
2,EMNIST,24,49.09
2,EMNIST,25,38.9
2,EMNIST,26,47.07
2,EMNIST,27,93.21
2,EMNIST,28,0.47
2,EMNIST,29,96.02
2,EMNIST,30,36.76
2,EMNIST,31,35.36
2,EMNIST,32,50.2
2,EMNIST,33,66.41
2,EMNIST,34,74.79
2,EMNIST,35,35.78
2,EMNIST,36,85.69
2,EMNIST,37,87.89
2,EMNIST,38,51.15
2,EMNIST,39,80.2
2,EMNIST,40,87.55
2,EMNIST,41,81.32
2,EMNIST,42,33.96
2,EMNIST,43,82.3
2,EMNIST,44,78.41
2,EMNIST,45,80.28
2,EMNIST,46,45.05
2,EMNIST,47,14.66
2,EMNIST,48,97.63
2,EMNIST,49,85.17
2,EMNIST,50,30.9
2,EMNIST,51,79.1
2,EMNIST,52,63.48
2,EMNIST,53,93.7
2,EMNIST,54,83.17
2,EMNIST,55,69.58
2,EMNIST,56,74.72
2,EMNIST,57,75.12
2,EMNIST,58,86.12
2,EMNIST,59,72.43
2,EMNIST,60,25.94
2,EMNIST,61,84.39
2,CIFAR10,0,30.11
2,CIFAR10,1,53.63
2,CIFAR10,2,1.43
2,CIFAR10,3,25.27
2,CIFAR10,4,58.46
2,CIFAR10,5,0.0
2,CIFAR10,6,7.91
2,CIFAR10,7,52.75
2,CIFAR10,8,53.3
2,CIFAR10,9,58.68
3,MNIST,0,99.33
3,MNIST,1,98.93
3,MNIST,2,86.69
3,MNIST,3,95.65
3,MNIST,4,98.32
3,MNIST,5,99.01
3,MNIST,6,98.39
3,MNIST,7,96.36
3,MNIST,8,97.52
3,MNIST,9,89.0
3,EMNIST,0,66.13
3,EMNIST,1,0.0
3,EMNIST,2,58.7
3,EMNIST,3,69.15
3,EMNIST,4,71.23
3,EMNIST,5,48.46
3,EMNIST,6,84.15
3,EMNIST,7,92.81
3,EMNIST,8,84.5
3,EMNIST,9,88.32
3,EMNIST,10,79.92
3,EMNIST,11,88.14
3,EMNIST,12,48.89
3,EMNIST,13,85.75
3,EMNIST,14,95.48
3,EMNIST,15,63.05
3,EMNIST,16,95.09
3,EMNIST,17,86.08
3,EMNIST,18,15.68
3,EMNIST,19,68.42
3,EMNIST,20,95.69
3,EMNIST,21,88.74
3,EMNIST,22,35.41
3,EMNIST,23,92.68
3,EMNIST,24,18.44
3,EMNIST,25,91.18
3,EMNIST,26,83.24
3,EMNIST,27,90.35
3,EMNIST,28,92.85
3,EMNIST,29,81.02
3,EMNIST,30,72.42
3,EMNIST,31,70.72
3,EMNIST,32,65.08
3,EMNIST,33,89.82
3,EMNIST,34,56.75
3,EMNIST,35,92.89
3,EMNIST,36,78.13
3,EMNIST,37,88.02
3,EMNIST,38,40.2
3,EMNIST,39,89.74
3,EMNIST,40,93.98
3,EMNIST,41,40.66
3,EMNIST,42,36.19
3,EMNIST,43,63.64
3,EMNIST,44,28.79
3,EMNIST,45,88.93
3,EMNIST,46,29.25
3,EMNIST,47,86.16
3,EMNIST,48,55.45
3,EMNIST,49,85.57
3,EMNIST,50,33.73
3,EMNIST,51,19.7
3,EMNIST,52,40.43
3,EMNIST,53,87.54
3,EMNIST,54,0.0
3,EMNIST,55,79.45
3,EMNIST,56,33.71
3,EMNIST,57,17.61
3,EMNIST,58,47.53
3,EMNIST,59,35.51
3,EMNIST,60,64.55
3,EMNIST,61,18.78
3,CIFAR10,0,16.15
3,CIFAR10,1,82.64
3,CIFAR10,2,0.77
3,CIFAR10,3,35.49
3,CIFAR10,4,46.7
3,CIFAR10,5,29.67
3,CIFAR10,6,21.54
3,CIFAR10,7,22.97
3,CIFAR10,8,36.7
3,CIFAR10,9,42.31
4,MNIST,0,97.64
4,MNIST,1,98.74
4,MNIST,2,96.38
4,MNIST,3,99.67
4,MNIST,4,96.08
4,MNIST,5,96.55
4,MNIST,6,81.63
4,MNIST,7,95.08
4,MNIST,8,98.87
4,MNIST,9,96.95
4,EMNIST,0,61.72
4,EMNIST,1,76.09
4,EMNIST,2,75.67
4,EMNIST,3,95.21
4,EMNIST,4,88.47
4,EMNIST,5,70.86
4,EMNIST,6,81.72
4,EMNIST,7,91.92
4,EMNIST,8,81.41
4,EMNIST,9,89.92
4,EMNIST,10,91.2
4,EMNIST,11,93.05
4,EMNIST,12,6.77
4,EMNIST,13,90.83
4,EMNIST,14,91.09
4,EMNIST,15,63.97
4,EMNIST,16,88.45
4,EMNIST,17,91.98
4,EMNIST,18,16.06
4,EMNIST,19,75.44
4,EMNIST,20,92.24
4,EMNIST,21,95.66
4,EMNIST,22,35.26
4,EMNIST,23,69.24
4,EMNIST,24,4.02
4,EMNIST,25,55.98
4,EMNIST,26,92.02
4,EMNIST,27,95.38
4,EMNIST,28,15.3
4,EMNIST,29,96.37
4,EMNIST,30,20.49
4,EMNIST,31,37.15
4,EMNIST,32,94.13
4,EMNIST,33,89.06
4,EMNIST,34,77.13
4,EMNIST,35,85.78
4,EMNIST,36,82.07
4,EMNIST,37,89.43
4,EMNIST,38,96.95
4,EMNIST,39,91.37
4,EMNIST,40,87.8
4,EMNIST,41,49.18
4,EMNIST,42,47.76
4,EMNIST,43,89.0
4,EMNIST,44,76.09
4,EMNIST,45,73.01
4,EMNIST,46,32.31
4,EMNIST,47,28.81
4,EMNIST,48,80.57
4,EMNIST,49,77.4
4,EMNIST,50,47.88
4,EMNIST,51,74.33
4,EMNIST,52,46.52
4,EMNIST,53,92.8
4,EMNIST,54,78.39
4,EMNIST,55,87.09
4,EMNIST,56,86.56
4,EMNIST,57,67.84
4,EMNIST,58,30.35
4,EMNIST,59,34.58
4,EMNIST,60,46.97
4,EMNIST,61,42.44
4,CIFAR10,0,44.73
4,CIFAR10,1,41.21
4,CIFAR10,2,14.29
4,CIFAR10,3,30.55
4,CIFAR10,4,54.62
4,CIFAR10,5,30.77
4,CIFAR10,6,31.76
4,CIFAR10,7,65.82
4,CIFAR10,8,46.59
4,CIFAR10,9,71.1
5,MNIST,0,97.53
5,MNIST,1,98.64
5,MNIST,2,75.83
5,MNIST,3,97.61
5,MNIST,4,79.06
5,MNIST,5,77.56
5,MNIST,6,96.67
5,MNIST,7,93.69
5,MNIST,8,94.92
5,MNIST,9,98.69
5,EMNIST,0,27.3
5,EMNIST,1,30.29
5,EMNIST,2,80.88
5,EMNIST,3,96.83
5,EMNIST,4,80.88
5,EMNIST,5,64.02
5,EMNIST,6,94.89
5,EMNIST,7,97.56
5,EMNIST,8,83.01
5,EMNIST,9,66.58
5,EMNIST,10,91.93
5,EMNIST,11,94.41
5,EMNIST,12,4.81
5,EMNIST,13,79.41
5,EMNIST,14,86.95
5,EMNIST,15,76.41
5,EMNIST,16,63.14
5,EMNIST,17,92.19
