Round,Accuracy
1,26.38
2,34.15
3,33.49
4,43.14
5,44.86
6,45.13
7,49.58
8,50.98
9,53.59
10,54.08
11,54.44
12,55.55
13,56.47
14,56.95
15,57.47
16,59.25
17,57.21
18,58.71
19,59.55
20,58.55
21,60.43
22,58.24
23,61.95
24,61.63
25,59.15
26,62.47
27,62.26
28,62.99
29,62.77
30,62.43
