group_name,dataset_name,label_id,label_name,model_count,confidence,accuracy,passed
Cluster_0,MNIST,2,2,1,1.0,1.0,True
Cluster_1,MNIST,5,5,1,0.9355441331863403,0.875,True
Cluster_1,MNIST,6,6,1,0.9990990161895752,1.0,True
Cluster_2,MNIST,3,3,2,0.7795352935791016,1.0,True
Cluster_2,MNIST,4,4,1,0.9999958872795105,1.0,True
Cluster_2,MNIST,6,6,1,0.9999563694000244,1.0,True
Cluster_2,MNIST,7,7,1,0.9696719646453857,1.0,True
Cluster_2,MNIST,9,9,1,0.9695239067077637,1.0,True
Cluster_3,MNIST,1,1,1,0.9999858140945435,1.0,True
Cluster_3,MNIST,6,6,1,0.9975841045379639,1.0,True
Cluster_4,MNIST,3,3,1,0.5210767984390259,0.875,True
Cluster_4,MNIST,4,4,1,0.9865704774856567,1.0,True
Cluster_4,MNIST,5,5,1,0.1899074912071228,0.0,False
Cluster_4,MNIST,6,6,1,0.999917209148407,1.0,True
Cluster_4,MNIST,8,8,1,0.9994552135467529,1.0,True
Cluster_5,MNIST,1,1,1,0.03815057873725891,0.0,False
Cluster_5,MNIST,2,2,1,0.6201643943786621,0.75,True
Cluster_5,MNIST,9,9,1,0.9985548257827759,1.0,True
Cluster_6,MNIST,4,4,1,0.9992130994796753,1.0,True
Cluster_6,MNIST,5,5,1,0.9998199939727783,1.0,True
Cluster_6,MNIST,7,7,1,0.999975323677063,1.0,True
Cluster_7,MNIST,0,0,1,0.9978536367416382,1.0,True
Cluster_7,MNIST,1,1,1,0.9969649314880371,1.0,True
Cluster_7,MNIST,2,2,1,0.9994477033615112,1.0,True
Cluster_7,MNIST,4,4,1,0.9985377788543701,1.0,True
Cluster_7,MNIST,6,6,1,0.9767911434173584,1.0,True
Cluster_7,MNIST,7,7,1,0.9983309507369995,1.0,True
Cluster_8,MNIST,5,5,1,0.9999245405197144,1.0,True
Cluster_8,MNIST,6,6,1,0.9993478059768677,1.0,True
Cluster_8,MNIST,9,9,1,0.9903707504272461,1.0,True
Cluster_9,EMNIST,1,1,3,0.8980998198191324,1.0,True
Cluster_9,EMNIST,2,2,1,0.910223126411438,1.0,True
Cluster_9,EMNIST,3,3,3,0.9994103908538818,1.0,True
Cluster_9,EMNIST,5,5,1,0.9755405187606812,1.0,True
Cluster_9,EMNIST,6,6,2,0.9998930394649506,1.0,True
Cluster_9,EMNIST,7,7,2,0.9977189004421234,1.0,True
Cluster_9,EMNIST,9,9,1,0.9997087121009827,1.0,True
Cluster_9,EMNIST,10,A,1,1.0,1.0,True
Cluster_9,EMNIST,11,B,1,0.8933936357498169,1.0,True
Cluster_9,EMNIST,12,C,1,0.9083775281906128,1.0,True
Cluster_9,EMNIST,13,D,2,0.5988972038030624,0.5,True
Cluster_9,EMNIST,14,E,1,0.9998068809509277,1.0,True
Cluster_9,EMNIST,16,G,1,0.9999780654907227,1.0,True
Cluster_9,EMNIST,18,I,1,0.6938353776931763,1.0,True
Cluster_9,EMNIST,19,J,1,0.05087140202522278,0.0,False
Cluster_9,EMNIST,20,K,1,0.9999886155128479,1.0,True
Cluster_9,EMNIST,21,L,3,0.9104580879211426,1.0,True
Cluster_9,EMNIST,22,M,1,0.4794381856918335,0.0,False
Cluster_9,EMNIST,23,N,1,0.8785061836242676,1.0,True
Cluster_9,EMNIST,24,O,2,0.9989366233348846,1.0,True
Cluster_9,EMNIST,25,P,1,0.9994072914123535,1.0,True
Cluster_9,EMNIST,26,Q,2,0.9795755743980408,1.0,True
Cluster_9,EMNIST,27,R,2,0.5461554490029812,0.5,True
Cluster_9,EMNIST,28,S,2,0.859281063079834,1.0,True
Cluster_9,EMNIST,29,T,1,0.8966288566589355,1.0,True
Cluster_9,EMNIST,30,U,1,0.9435115456581116,1.0,True
Cluster_9,EMNIST,33,X,1,0.33655866980552673,0.0,False
Cluster_9,EMNIST,34,Y,1,0.9987092018127441,1.0,True
Cluster_9,EMNIST,35,Z,2,0.5985255241394043,0.5,True
Cluster_9,EMNIST,37,b,1,0.9987141489982605,1.0,True
Cluster_9,EMNIST,38,c,1,0.9957755208015442,1.0,True
Cluster_9,EMNIST,39,d,2,0.9729776382446289,1.0,True
Cluster_9,EMNIST,44,i,2,0.18912782333791256,0.0,False
Cluster_9,EMNIST,45,j,1,0.28015202283859253,0.0,False
Cluster_9,EMNIST,46,k,1,0.8396986722946167,1.0,True
Cluster_9,EMNIST,47,l,1,0.931313693523407,1.0,True
Cluster_9,EMNIST,48,m,2,0.734810933470726,0.5,True
Cluster_9,EMNIST,49,n,1,0.9997397661209106,1.0,True
Cluster_9,EMNIST,52,q,1,0.05467338114976883,0.0,False
Cluster_9,EMNIST,55,t,1,0.6029117703437805,1.0,True
Cluster_9,EMNIST,56,u,1,0.8298273086547852,1.0,True
Cluster_9,EMNIST,58,w,2,0.21477133594453335,0.5,False
Cluster_9,EMNIST,59,x,1,0.5116021633148193,1.0,True
Cluster_9,EMNIST,60,y,1,0.9997353553771973,1.0,True
Cluster_9,EMNIST,61,z,2,0.5820635482668877,0.6875,True
Cluster_10,EMNIST,0,0,4,0.8389200493693352,0.75,True
Cluster_10,EMNIST,1,1,2,0.8094640970230103,1.0,True
Cluster_10,EMNIST,2,2,2,0.9996743202209473,1.0,True
Cluster_10,EMNIST,4,4,2,0.9926674365997314,1.0,True
Cluster_10,EMNIST,5,5,1,0.9413295984268188,1.0,True
Cluster_10,EMNIST,6,6,1,0.7631696462631226,1.0,True
Cluster_10,EMNIST,7,7,1,0.9999779462814331,1.0,True
Cluster_10,EMNIST,8,8,2,0.9734782874584198,1.0,True
Cluster_10,EMNIST,9,9,1,0.04315991699695587,0.0,False
Cluster_10,EMNIST,10,A,1,0.9916654825210571,1.0,True
Cluster_10,EMNIST,11,B,2,0.3175135403871536,0.5,False
Cluster_10,EMNIST,12,C,1,0.92636638879776,1.0,True
Cluster_10,EMNIST,13,D,1,0.0044305939227342606,0.0,False
Cluster_10,EMNIST,14,E,1,0.014165224507451057,0.0,False
Cluster_10,EMNIST,15,F,2,0.0015076518757268786,0.0,False
Cluster_10,EMNIST,17,H,4,0.4757962810108438,0.75,False
Cluster_10,EMNIST,19,J,1,0.03364095464348793,0.0,False
Cluster_10,EMNIST,20,K,1,0.00042971334187313914,0.0,False
Cluster_10,EMNIST,21,L,1,0.00025737000396475196,0.0,False
Cluster_10,EMNIST,22,M,3,0.5451518396536509,0.5416666666666666,True
Cluster_10,EMNIST,24,O,1,0.5674776434898376,1.0,True
Cluster_10,EMNIST,26,Q,2,0.0038912912423256785,0.0,False
Cluster_10,EMNIST,27,R,2,0.522283710539341,0.5,True
Cluster_10,EMNIST,28,S,2,0.9853270053863525,1.0,True
Cluster_10,EMNIST,29,T,1,0.04763718694448471,0.0,False
Cluster_10,EMNIST,30,U,2,0.9897663593292236,1.0,True
Cluster_10,EMNIST,31,V,2,0.29768403246998787,0.5,False
Cluster_10,EMNIST,32,W,2,0.35346275568008423,0.5,False
