thresh,recall,specificity,average_accuracy,TP,FP,TN,FN
0.1,0.19939209726443768,1.0,0.5996960486322188,1312,0,232900,5268
0.15,0.25151975683890576,0.9999570631172177,0.6257384099780617,1655,10,232890,4925
0.2,0.32142857142857145,0.9996221554315157,0.6605253634300435,2115,88,232812,4465
0.25,0.3577507598784195,0.9991112065264062,0.6784309832024128,2354,207,232693,4226
0.3,0.41595744680851066,0.9984499785315586,0.7072037126700346,2737,361,232539,3843
0.35,0.44893617021276594,0.9982009446114212,0.7235685574120936,2954,419,232481,3626
0.4,0.45911854103343464,0.9973250322026621,0.7282217866180484,3021,623,232277,3559
0.45,0.4846504559270517,0.9980549592099613,0.7413527075685065,3189,453,232447,3391
0.5,0.4808510638297872,0.9971060541004723,0.7389785589651298,3164,674,232226,3416
0.55,0.4969604863221885,0.9980163160154573,0.7474884011688229,3270,462,232438,3310
0.6,0.49650455927051673,0.9981880635465865,0.7473463114085517,3267,422,232478,3313
0.65,0.5009118541033435,0.9976942893945899,0.7493030717489667,3296,537,232363,3284
0.7,0.4858662613981763,0.9982224130528123,0.7420443372254943,3197,414,232486,3383
0.75,0.4898176291793313,0.998067840274796,0.7439427347270636,3223,450,232450,3357
0.8,0.4925531914893617,0.9978789179905538,0.7452160547399578,3241,494,232406,3339
0.85,0.4930091185410334,0.9976599398883641,0.7453345292146988,3244,545,232355,3336
0.9,0.5100303951367782,0.9978574495491628,0.7539439223429705,3356,499,232401,3224
0.95,0.4972644376899696,0.997565478746243,0.7474149582181063,3272,567,232333,3308
1.0,0.5,0.9982739373121511,0.7491369686560756,3290,402,232498,3290
